strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
JAM/2016/MA_WGS16_025	zika	KY785424	2016-07-10	north_america	jamaica	jamaica	jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785424	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
JAM/2016/MA_WGS16_038	zika	KY785438	2016-09-26	north_america	jamaica	jamaica	jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785438	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
JAM/2016/MA_WGS16_039	zika	KY785430	2016-09-28	north_america	jamaica	jamaica	jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785430	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
JAM/2016/MA_WGS16_041	zika	KY785432	2016-10-12	north_america	jamaica	jamaica	jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785432	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
JAM/2016/WI_JM6	zika	KY785419	2016-06-13	north_america	jamaica	jamaica	jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785419	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
JMB_185	zika	KU179098	2014-12-30	southeast_asia	indonesia	indonesia	indonesia	genbank	genome	Perkasa et al	https://www.ncbi.nlm.nih.gov/nuccore/KU179098	Isolation of Zika Virus from Febrile Patient, Indonesia	Emerging Infect. Dis. 22 (5), 924-925 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/27088970
MB16_23	zika	MF988743	2016-09-01	north_america	usa	usa	usa	genbank	genome	Mutebi et al	https://www.ncbi.nlm.nih.gov/nuccore/MF988743	Zika Virus: Isolate from Mosquitoes, Miami Dade, 2016	Unpublished	?
MEX/2016/Mexico_1	zika	MF801390	2016-XX-XX	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801390	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/Mexico_3502	zika	MF801391	2016-07-06	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801391	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/Mexico_4227	zika	MF801392	2016-08-13	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801392	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex01	zika	MF801393	2016-04-22	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801393	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex04	zika	MF801394	2016-05-03	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801394	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex05	zika	MF801395	2016-05-09	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801395	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex14	zika	MF801396	2016-05-17	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801396	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex16	zika	MF801397	2016-05-20	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801397	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex17	zika	MF801398	2016-05-20	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801398	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex19	zika	MF801399	2016-05-20	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801399	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex20	zika	MF801400	2016-05-20	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801400	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex23	zika	MF801401	2016-05-23	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801401	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex24	zika	MF801402	2016-05-26	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801402	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex25	zika	MF801403	2016-05-25	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801403	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex26	zika	MF801404	2016-07-08	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801404	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex27	zika	MF801405	2016-07-09	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801405	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex28	zika	MF801406	2016-07-07	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801406	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex29	zika	MF801407	2016-07-05	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801407	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex30	zika	MF801408	2016-07-05	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801408	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex31	zika	MF801409	2016-07-XX	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801409	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex32	zika	MF801410	2016-07-05	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801410	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex33	zika	MF801411	2016-07-05	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801411	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex34	zika	MF801412	2016-07-07	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801412	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex35	zika	MF801413	2016-07-07	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801413	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex36	zika	MF801414	2016-07-05	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801414	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex37	zika	MF801415	2016-07-05	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801415	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex38	zika	MF801416	2016-07-XX	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801416	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex40	zika	MF801417	2016-07-01	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801417	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex42	zika	MF801418	2016-06-30	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801418	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex43	zika	MF801419	2016-07-01	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801419	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex44	zika	MF801420	2016-07-04	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801420	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex45	zika	MF801421	2016-07-01	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801421	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex46	zika	MF801422	2016-07-01	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801422	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex47	zika	MF801423	2016-06-30	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801423	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/2016/mex50	zika	MF801424	2016-07-01	north_america	mexico	mexico	mexico	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801424	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
MEX/41_001_F_V3_O/2016	zika	MH157213	2016-06-23	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157213	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_001_F_V7_O/2016	zika	MH157201	2016-06-28	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157201	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_006_F_V0_O/2016	zika	MH157209	2016-07-05	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157209	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_006_F_V7_O/2016	zika	MH157197	2016-07-13	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157197	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_017_F_V0_O/2016	zika	MH157199	2016-08-08	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157199	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_017_F_V3_O/2016	zika	MH157202	2016-08-10	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157202	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_017_F_V7_O/2016	zika	MH157205	2016-08-15	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157205	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_022_F_V0_O/2016	zika	MH157208	2016-08-22	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157208	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_022_F_V3_O/2016	zika	MH157195	2016-08-24	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157195	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_022_F_V7_O/2016	zika	MH157207	2016-08-29	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157207	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_023_F_V3_O/2016	zika	MH157210	2016-08-25	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157210	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/41_023_F_V7_O/2016	zika	MH157196	2016-08-29	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157196	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/42_001_F_V0_O/2016	zika	MH157214	2016-06-24	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157214	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/42_001_F_V3_O/2016	zika	MH157203	2016-06-27	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157203	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/42_007_F_V3_O/2016	zika	MH157211	2016-07-29	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157211	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/42_016_F_V0_O/2016	zika	MH157212	2016-08-19	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157212	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/42_018_F_V3_O/2016	zika	MH157206	2016-09-23	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157206	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/42_018_F_V7_O/2016	zika	MH157198	2016-09-28	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157198	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/43_023_F_V0_O/2016	zika	MH157200	2016-10-21	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157200	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/43_023_F_V3_O/2016	zika	MH157204	2016-10-25	north_america	mexico	mexico	mexico	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MH157204	Direct Submission	Submitted (26-MAR-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX/InDRE/2016	zika	KU922923	2016-02-25	north_america	mexico	mexico	mexico	genbank	genome	Diaz-Quinonez et al	https://www.ncbi.nlm.nih.gov/nuccore/KU922923	Molecular characterization of Zika virus in Mexico	Unpublished	?
MEX/R116265/2016	zika	MG595216	2016-06-23	north_america	mexico	mexico	mexico	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/MG595216	Direct Submission	Submitted (30-NOV-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
MEX_CIENI551	zika	KY120349	2016-03-03	north_america	mexico	mexico	mexico	genbank	genome	Boukadida et al	https://www.ncbi.nlm.nih.gov/nuccore/KY120349	Complete Zika Virus Genome Sequences from a Serum Sample and after Isolation in Vero Cells	Unpublished	?
MEX_ENCB165	zika	KY631493	2015-10-15	north_america	mexico	mexico	mexico	genbank	genome	Sevilla-Reyes et al	https://www.ncbi.nlm.nih.gov/nuccore/KY631493	Comparative analysis between the genomes of intra-host and cell cultured Zika virus obtained from a Mexican symptomatic patient	Unpublished	?
MEX_I_7	zika	KX247632	2015-11-XX	north_america	mexico	mexico	mexico	genbank	genome	Barrows et al	https://www.ncbi.nlm.nih.gov/nuccore/KX247632	Repurposed drug candidates to treat ZIKV infection in pregnancy	Unpublished	?
MRS_OPY_Martinique_PaRi_2015	zika	KU647676	2015-12-XX	north_america	martinique	martinique	martinique	genbank	genome	Piorkowski et al	https://www.ncbi.nlm.nih.gov/nuccore/KU647676	Complete coding sequence of Zika virus from Martinique outbreak in 2015	New Microbes New Infect 11, 52-53 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/27274849
Martinique/2016/FL001	zika	KY785451	2016-03-22	north_america	martinique	martinique	martinique	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785451	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
Martinique/2016/FL001Sa	zika	KY075932	2016-03-22	north_america	martinique	martinique	martinique	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY075932	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
Mex03/Mexico/2016	zika	KY606271	2016-03-05	north_america	mexico	mexico	mexico	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY606271	Establishment and cryptic transmission of Zika virus in Brazil and the Americas	Nature 546 (7658), 406-410 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538727
Mexico/INPER38b/2016	zika	MG494697	2016-11-24	north_america	mexico	mexico	mexico	genbank	genome	Valdespino-Vazquez et al	https://www.ncbi.nlm.nih.gov/nuccore/MG494697	Extra-CNS spread of Zika virus in a congenitally-infected newborn	Unpublished	?
Mexico_Rus_10GNN_2016	zika	MF098770	2016-11-09	north_america	mexico	mexico	mexico	genbank	genome	Karan et al	https://www.ncbi.nlm.nih.gov/nuccore/MF098770	Imported cases of Zika virus disease in Russia in 2016-2017	Unpublished	?
Mexico_Rus_12TVR_2017	zika	MF098771	2017-01-30	north_america	mexico	mexico	mexico	genbank	genome	Karan et al	https://www.ncbi.nlm.nih.gov/nuccore/MF098771	Imported cases of Zika virus disease in Russia in 2016-2017	Unpublished	?
NIC/1304_13A1/2016	zika	MF434516	2016-08-05	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF434516	Genome sequences of Zika viruses isolated in Nicaragua	Unpublished	?
NIC/1659_13A1/2016	zika	MF434517	2016-08-19	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF434517	Genome sequences of Zika viruses isolated in Nicaragua	Unpublished	?
NIC/2016/Nicaragua_3358	zika	MF801425	2016-06-24	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801425	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
NIC/2016/Nicaragua_3912	zika	MF801426	2016-07-25	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801426	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
NIC/4886_12A1/2016	zika	KY765321	2016-07-10	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765321	Direct Submission	Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
NIC/5005_13A1/2016	zika	KY765327	2016-04-22	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765327	Direct Submission	Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
NIC/5256_13A1/2016	zika	MF434518	2016-08-26	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF434518	Genome sequences of Zika viruses isolated in Nicaragua	Unpublished	?
NIC/5338_13A1/2016	zika	MF434519	2016-07-22	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF434519	Genome sequences of Zika viruses isolated in Nicaragua	Unpublished	?
NIC/5847_12B1/2016	zika	MF434520	2016-02-07	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF434520	Genome sequences of Zika viruses isolated in Nicaragua	Unpublished	?
NIC/6188_13A1/2016	zika	KY765326	2016-06-30	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765326	Direct Submission	Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
NIC/6406_13A1/2016	zika	KY765320	2016-05-29	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765320	Direct Submission	Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
NIC/6547_13A1/2016	zika	MF434521	2016-07-19	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF434521	Genome sequences of Zika viruses isolated in Nicaragua	Unpublished	?
NIC/7252_12A1/2016	zika	KY765317	2016-06-29	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765317	Direct Submission	Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
NIC/7253_13A1/2016	zika	MF434522	2016-08-29	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF434522	Genome sequences of Zika viruses isolated in Nicaragua	Unpublished	?
NIC/8610_13A1/2016	zika	KY765324	2016-07-07	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765324	Direct Submission	Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
NIID123/2016	zika	LC219720	2016-11-22	southeast_asia	vietnam	vietnam	vietnam	genbank	genome	Hashimoto et al	https://www.ncbi.nlm.nih.gov/nuccore/LC219720	Importation of Zika Virus from Vietnam to Japan, November 2016	Emerging Infect. Dis. 23 (7), 1223-1225 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28445122
NL00013	zika	KU937936	2016-02-11	south_america	suriname	suriname	suriname	genbank	genome	Stalin Raj et al	https://www.ncbi.nlm.nih.gov/nuccore/KU937936	Direct Submission	Submitted (18-MAR-2016) Department of Viroscience, Erasmus Medical Center, Dr Molewaterplein 50, Rotterdam 3015 GE, the Netherlands	?
Natal_RGN	zika	KU527068	2015-XX-XX	south_america	brazil	brazil	brazil	genbank	genome	Mlakar et al	https://www.ncbi.nlm.nih.gov/nuccore/KU527068	Zika Virus Associated with Microcephaly	N. Engl. J. Med. 374 (10), 951-958 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/26862926
Nica1_16	zika	KX421195	2016-01-19	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Tabata et al	https://www.ncbi.nlm.nih.gov/nuccore/KX421195	Zika Virus Targets Different Primary Human Placental Cells, Suggesting Two Routes for Vertical Transmission	Cell Host Microbe 20 (2), 155-166 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/27443522
Nica2_16	zika	KX421194	2016-01-13	north_america	nicaragua	nicaragua	nicaragua	genbank	genome	Tabata et al	https://www.ncbi.nlm.nih.gov/nuccore/KX421194	Zika Virus Targets Different Primary Human Placental Cells, Suggesting Two Routes for Vertical Transmission	Cell Host Microbe 20 (2), 155-166 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/27443522
PAN/BEI_259634_V4/2016	zika	KX198135	2016-XX-XX	north_america	panama	panama	panama	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KX198135	Direct Submission	Submitted (05-MAY-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
PAN/CDC_259249_V1_V3/2015	zika	KX156775	2015-12-11	north_america	panama	panama	panama	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KX156775	Direct Submission	Submitted (29-APR-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
PAN/CDC_259359_V1_V3/2015	zika	KX156774	2015-12-18	north_america	panama	panama	panama	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KX156774	Direct Submission	Submitted (29-APR-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
PAN/CDC_259364_V1_V2/2015	zika	KX156776	2015-12-18	north_america	panama	panama	panama	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KX156776	Direct Submission	Submitted (29-APR-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
PE243	zika	MF352141	2015-05-13	south_america	brazil	brazil	brazil	genbank	genome	Marques et al	https://www.ncbi.nlm.nih.gov/nuccore/MF352141	Direct Submission	Submitted (14-JUN-2017) Institute for Medical Engineering and Science, Massachusetts Institute of Technology, 77 Massachusetts Ave, Building 48-419, Cambridge, MA 02139, USA	?
