strain,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca_label
A/Wisconsin/560/2019,-2.9783381422117317,-0.4222475647255518,1.6516376329531106,-1.7419015457258173,0.14289987878562496,0.17985229072822687,0.1494514879110979,0.21801580796192058,-1.1334843072837066,-0.4197091744773369,9
A/California/177/2019,-2.9732316507267997,-0.40923648946739677,1.6390888504090415,-1.7177785189666892,0.13849460068206818,0.15682257154623225,0.14890629902754812,0.20639103171044218,-1.0566022374313806,-0.3652357729417485,9
A/California/218/2019,-2.972448644941825,-0.4109558469297092,1.6393402178829157,-1.7178840974401677,0.13558382332764343,0.17943093482988154,0.13029648708164163,0.20372985215849657,-1.0567809478306807,-0.3607199401210756,9
A/Hawaii/60/2019,-2.9725775129366716,-0.41148005517637987,1.6412286274750543,-1.7216993377798342,0.1385531313348947,0.1611754666556084,0.14608077868320937,0.2172012741302814,-1.0413284347618599,-0.36427880558053816,9
A/Iowa/38/2019,-2.9745120785289605,-0.40960704170871787,1.6406564942408643,-1.7124464086247537,0.1426224165705736,0.16196734384220396,0.14698066085524297,0.20906601139404868,-1.0607840108592466,-0.3544549524578407,9
A/Maine/36/2019,-2.978278281281406,-0.4150046684708052,1.6584022677673895,-1.6995981700328011,0.13742623951400093,0.15474349211722785,0.12699150827477554,0.17251174199030037,-0.9026463850225744,-0.4159592474254133,9
A/Utah/56/2019,-2.793157219186602,-0.4405214793985533,1.6744562666947598,-1.7344828411967494,0.07398418286631722,0.14948490946422752,0.009652788773759705,0.5024403888482627,-1.0509379223132924,-0.3662878460241153,-1
A/California/166/2019,-2.9691733182836235,-0.40911300605174533,1.6248912275568013,-1.6946949005686942,0.13313980115075805,0.16120287326017493,0.13106461086235852,0.18602942201899209,-0.9519780919633678,-0.3227107850580816,9
A/Michigan/390/2019,-2.247292602388904,-0.5276152565894965,1.767231609329815,-1.7648468211193382,-0.1230848834844978,0.10708763419879755,-0.41298309608358535,1.3743580230724928,-0.9490072259155156,-0.3517549256718415,-1
A/Wisconsin/571/2019,-3.3454076498911522,-0.39612503235305546,1.5402919097617804,-1.6961477580153301,0.10529198181638666,0.1760215385594583,0.472966659652478,0.2229886217231041,-1.1746644097001138,-0.156768586366642,-1
A/Idaho/33/2019,-3.1317719643529274,-0.6478774020504243,1.6873571807600591,-1.7602626237618548,0.15779069422663594,0.037061779117895696,0.05051002825804325,0.1615796406560025,-0.9963595901114123,-0.07766345771130988,-1
A/Wisconsin/554/2019,-2.917101135235648,-0.41677623245954415,1.6489798269268316,-1.717356707569289,0.18362243049773536,-0.02300118731162662,0.28167519895566595,0.2115716505500387,-0.9897887454668769,-0.34987400148206854,9
A/Maryland/36/2019,-2.976330073817038,-0.4108706138433012,1.6490259020416673,-1.729927722568013,0.1513094463727366,0.15148321391618058,0.1655033426230507,0.23228050240679715,-1.085143326606381,-0.37873750421941504,9
A/Pennsylvania/1034/2019,-2.7953754241954623,-0.4096759299390217,1.6817158889772434,-1.7125404043257473,0.15728192847960618,0.05591051750752285,0.12730525132271617,0.17294902742096166,-1.0282928199764478,-0.2803108815419801,9
A/Texas/358/2019,-2.971010366274865,-0.4095014527002228,1.6281514530153098,-1.7024693827469117,0.13525463881938976,0.15560413052992053,0.14000849285656441,0.19086968383052655,-0.9755097891326762,-0.33237761937626925,9
A/Arizona/31/2019,-2.9956778094171836,-0.5012231003608938,1.4995129602002415,-1.3224675679327929,0.08030392148984193,-0.02772989075137801,-0.08531677177876407,-0.11903386345941398,0.4079049251631423,0.03274630718948681,7
A/Minnesota/50/2019,-3.019775308565712,-0.2480836997403723,1.3757941183375717,-1.2483173437231905,0.02901149572038868,0.0002963393203437482,0.008887117889035937,-0.12632204277010847,0.34417591677072673,0.30682750144040283,7
A/Brisbane/138/2018,-2.9566661979655646,-0.4951391364309401,1.3809313035730097,-1.067699528666934,0.037636449265421194,-0.037583994807235774,-0.071427254019791,-0.14123190401275373,0.5359183366094227,0.07375868292523113,7
A/Iowa/60/2018,-2.956992227947037,-0.4952984881701859,1.3818869238476632,-1.069300218636062,0.03775050071571822,-0.037731583889994064,-0.07177123954493872,-0.1422093311158494,0.5404323419282778,0.07446778560781495,7
A/Iowa/68/2018,-2.9636496463233586,-0.5168566306614514,1.3314898778621784,-1.0559205887117231,0.29459405646731335,-0.028913591771880416,-0.11065138722071727,-0.1001624648410819,0.5498782219314445,0.07014590370895561,7
A/SouthAustralia/143/2018,-2.863969306110473,-0.499695329576611,1.4187517738036282,-1.0774194848901641,0.01709006209550405,-0.0361809537366254,-0.11340584767131758,-0.15200799561958486,0.5318757640077492,0.07736400993935025,7
A/Texas/136/2018,-2.956798610678799,-0.4956638063523686,1.3839578254895863,-1.0724699211597886,0.0371607635550447,-0.03067703961644353,-0.07980497457742546,-0.14537114913732707,0.5486795997177084,0.0758586468235666,7
A/Victoria/2067/2018,-2.9571672476001503,-0.49347702483897066,1.3811000938016846,-1.0685602451793899,0.03712733315416383,-0.038998998934517075,-0.07261636265475915,-0.14206514880924656,0.5381306358559456,0.060565706352922286,7
A/SouthAustralia/136/2018,-2.9687058246259923,-0.5080996629863753,1.4515268511517052,-0.9108842609280274,0.037932645142693296,-0.02074802775832828,-0.04175793282457449,-0.11667453107332441,0.4582537755378451,0.09921337347722597,7
A/California/145/2019,-2.987591264987511,-0.5091072702332518,1.5009752562319445,-1.319412474283268,0.06563093288485308,0.05254311832009328,-0.11839455958253407,-0.10384472705442652,0.3393470819439198,0.1795931848059208,7
A/NewHampshire/28/2018,-2.986273649992745,-0.5084520925502108,1.4968233611330137,-1.3115120913003975,0.06483779870777388,0.05172101759294433,-0.11612479163588778,-0.10098976247677974,0.3280093849632665,0.17275264251879793,7
A/Grozny/89/2019,-2.995078984369332,-0.5257947590072953,1.5164322568272721,-1.3480452599320534,0.07870041351675632,0.0091167879865539,-0.04436833738113252,-0.1162031326972183,0.43070385465382566,0.42480592223501723,7
A/Yaroslavl/82/2019,-2.995592455492202,-0.5268380208886118,1.515838810719763,-1.3498266631500997,0.07426460273457489,0.007457670164499168,-0.04674656691615041,-0.09843472210678363,0.43788068119311174,0.4309390958450804,7
A/Moscow/122/2019,-2.996400484487153,-0.5264722839836086,1.5206385431657068,-1.3561657141027403,0.07966312337049045,0.009261698477139845,-0.04523555814092887,-0.11948817683957338,0.44559120244422956,0.44162709980139014,7
A/SouthAustralia/159/2018,-2.9573183298387136,-0.4954579425115035,1.3828438676385393,-1.0709057153046821,0.037865245497682484,-0.037880336681549644,-0.07211855429351581,-0.1432003815094534,0.545023035534441,0.07519065501192608,7
A/Kansas/21/2019,-2.975478387645045,-0.5099748077672732,1.5055797068294077,-1.3182276463811962,0.07793362403080968,-0.028770441622710367,-0.04591642629641793,-0.09923783369987114,0.3534588545942974,0.177461711541737,7
A/Moscow/121/2019,-2.927162525691099,-0.48605370091986755,1.5303485452700014,-1.3615351167636425,0.0891763443129788,-0.20405109714429243,0.05237670308581391,-0.16490234261043524,0.4129628131383307,0.6152923955943721,7
A/Florida/86/2019,-3.181759182399632,-0.5190202636615412,1.480760449545225,-1.3278205233247846,0.04846503335770844,0.0578117011435535,-0.05652166325129163,-0.15200374474389555,0.6465736095276117,0.36441354835350903,7
A/DistrictOfColumbia/37/2019,-2.989572092216669,-0.5074307592651727,1.506810334085397,-1.337367660736259,0.08421854794922934,0.11811984358782308,-0.05076176591424688,-0.09329154432757153,0.4288791103443313,0.18083412830704526,7
A/Florida/127/2019,-2.915753894556008,-0.37957225851050486,1.3917563233115806,-1.6653858990054073,0.06712034111530783,0.32949627341172905,0.2962390457492364,0.1805864037442583,-1.191247177989442,-0.42959116423900845,-1
A/Pennsylvania/1017/2019,-2.9342090959847926,-0.24511863702918976,1.3358426614113323,-1.6275480570428755,0.05837840770226382,0.23583351467030167,0.3148298949865795,0.17010980514387689,-1.1914172048812202,-0.3874317772594408,-1
A/Wisconsin/569/2019,-2.92080501560319,-0.37935282687532446,1.390928369958036,-1.6651330772197888,0.07483239297549261,0.27462503140071376,0.3519495980266815,0.1838583784337176,-1.1757823838369703,-0.437027039555168,-1
A/Florida/85/2019,-2.7807279354434216,-0.41270571480732604,1.634147947423734,-1.5803160800858882,0.21162476884268794,-0.03565354897817652,0.07223470975895108,0.10585049696466722,-0.4175288211543139,-0.05852768052249871,8
A/Alaska/38/2019,-2.9089782057767453,-0.40911695839218065,1.636441531706299,-1.6665194647116315,0.18866192643845003,-0.02695465519785015,0.2457198793982395,0.27418344898193836,-0.697357937494854,-0.23607697383013096,-1
A/Montana/44/2019,-2.9088738492297184,-0.4089962023596752,1.6362263548087848,-1.6645101142603587,0.18856757754499875,-0.03149599902898707,0.24910977933939743,0.2652570866474861,-0.6947313644652972,-0.22445090615711738,-1
A/Texas/394/2019,-2.9736849853228406,-0.4207684457837422,1.6483553073963697,-1.733039927124562,0.07325610637002551,0.14358072866687355,0.13255076821676115,0.2441339067380948,-0.9875651440932743,-0.45025523618027813,9
A/Vermont/33/2019,-2.966950638976122,-0.41497314019315906,1.6516894095345485,-1.7245081698629376,0.04189398373174932,0.23113261740958935,0.27460016634531176,0.1725185339166048,-0.9154678587939781,-0.4357083933503255,9
A/Pennsylvania/1022/2019,-2.6449701386878957,-0.593291582095748,1.5798853908328105,-1.3929361053380425,0.13147506535308884,0.026659049560988333,-0.1581158780462462,-0.4043331509865923,0.3813031205380208,0.610797151629863,7
A/DistrictOfColumbia/39/2019,-3.0135467924607275,-0.5705827454656097,1.3477027812067268,-1.297130481025388,0.8534645087490625,0.015351528306261856,-0.177840380876027,0.030077358070235306,0.3620867770577997,0.1684522512312731,-1
A/Utah/65/2019,-2.9982070013401807,-0.5375108183131594,1.5097038864199377,-1.3895420065945687,0.04907583679608718,0.012936063146575534,0.018105394522760807,-0.18384714455795131,0.4551731941876925,0.48763335038154665,7
A/NewJersey/43/2019,-2.8395659292648503,-0.28925544737666903,1.6154444365288665,-1.6978676726176987,0.16937010285454648,0.029239654873815305,0.3400638229557194,0.21565152612152358,-0.9955148506177952,-0.3331761598171324,9
A/Makhachkala/86/2019,-2.9050702858584216,-0.5355429277770893,1.559049988842859,-1.3314103081931836,0.08688454521331117,0.0035801973915209296,-0.07371176268222696,-0.12324656664758893,0.41185371260137077,0.46626510869216037,7
A/Maryland/07/2020,-3.0049639975785496,-0.5223959954019639,1.5197034095289705,-1.3781948845844738,0.2194648984874346,0.07786573816050926,-0.18566164226436546,-0.11734031103822758,0.5540515140494848,0.3014895774974122,7
A/Montana/63/2019,-2.9060200459375944,-0.5212049816365003,1.5791524728435011,-1.4106383558562177,0.09428841581583781,0.078584646029661,-0.22938556505203597,-0.1324692787784064,0.5638527017612508,0.33280890287659987,7
A/Vermont/02/2020,-3.086837408486333,-0.5107789121273757,1.5208083946615816,-1.3980205474811658,0.0621613338710015,0.11688645105513425,-0.24487608983058193,-0.14402741497972463,0.6019356741880549,0.31877488982463753,7
A/California/77/2018,-2.8620516277593735,-0.8205249492362268,1.3480715091249087,-0.6962192664572441,0.006714588573864578,-0.33407353055567823,-0.5180523271727175,-0.39727582577189036,1.1691200774256847,-0.6518520228497935,-1
A/Minnesota/54/2018,-2.8613363512240935,-0.8186207419901599,1.350147468968232,-0.6957022454113339,0.011242999639440372,-0.3311059952671373,-0.5165269655995807,-0.3872764086885178,1.1607627685343642,-0.6469072479173956,-1
A/Michigan/418/2018,-2.8410858560671786,-0.8273232967115747,1.3623423672804937,-0.7033175361081947,0.02263353663391621,-0.40127899908814557,-0.4675795260841361,-0.39432676606455463,1.1982563774237858,-0.6386857033361937,-1
A/Tomsk/243/2018,-2.7845835737135958,-0.6929307633694864,1.315263689095004,-0.6670799222332091,0.030658530641579335,-0.2836793796684441,-0.49672389266826633,-0.39162344379214664,1.2434571114210693,-0.6857288451187791,-1
A/Tomsk/244/2018,-2.7845835737135958,-0.6929307633694864,1.315263689095004,-0.6670799222332091,0.030658530641579335,-0.2836793796684441,-0.49672389266826633,-0.39162344379214664,1.2434571114210693,-0.6857288451187792,-1
A/Tomsk/245/2018,-2.7845835737135958,-0.6929307633694864,1.315263689095004,-0.6670799222332091,0.030658530641579335,-0.2836793796684441,-0.49672389266826633,-0.39162344379214664,1.2434571114210693,-0.6857288451187792,-1
A/Guam/7834/2019,-2.860316365253084,-0.8224324371667069,1.343404931799753,-0.6975734437601031,-0.00014049397392790553,-0.34657544697908804,-0.49662455204281714,-0.41171278033180786,1.2178893316510122,-0.6358715438398398,-1
A/Belgium/8725/2019,-2.996491673479957,-0.5274075460610382,1.5276582453614627,-1.3692678219983174,0.08209793264887523,0.004329317461468598,-0.03811594421051313,-0.12542399838171214,0.4702330316393459,0.47492553143607286,7
A/Italy/8601/2019,-2.9971114657995988,-0.5271634037865248,1.5261989943264926,-1.3670941377745969,0.08126791412717965,0.007456695564506502,-0.04041919874054617,-0.12482285597045668,0.46579625394322244,0.46998971691795705,7
A/England/9617/2019,-2.9973952193672493,-0.5317889213777318,1.5194029277283898,-1.3678020686422,0.057826474164331024,-0.004310749043992423,-0.049073915691710025,-0.03390129117607594,0.488824781014252,0.4834647015782722,7
A/Italy/8444/2019,-2.9966834132153135,-0.5256039042745686,1.5268736907945808,-1.3686668375424362,0.08113141803215707,0.005524350906294315,-0.039977612234615476,-0.12600915567372942,0.4712684075519119,0.46934362526483814,7
A/Italy/9366/2019,-2.9964984725615613,-0.5274052033547655,1.5276269907600555,-1.3692331680906262,0.08180881481438107,0.00528930094534796,-0.039191494864249596,-0.1262148855524726,0.4698516420543302,0.4757618139009167,7
A/England/8887/2019,-3.178759970136314,-0.5128067358301301,1.4557589634642798,-1.336861711355489,0.06011367265884554,0.021831025232223134,0.032844116936729825,-0.10317079813953732,0.4661058528117674,0.40605941093360975,7
A/Spain/8527/2019,-2.995078984369332,-0.5257947590072954,1.5164322568272726,-1.3480452599320534,0.07870041351675638,0.00911678798655383,-0.04436833738113244,-0.1162031326972183,0.4307038546538259,0.42480592223501806,7
A/Germany/9490/2019,-3.0075155523026416,-0.3995733440665944,1.452189520409516,-1.3214330879472616,0.0514194532119294,0.055149507968160344,0.05936596134452147,-0.11708129303513946,0.4606608126342784,0.5087115970076354,7
A/SouthKorea/9579/2019,-2.9965683803481187,-0.5273063602976014,1.5195924053234926,-1.3515162425866463,0.07687159560834327,0.0073274430387660905,-0.04763212711300677,-0.1260643136812678,0.4523102645534801,0.4346977285263675,7
A/SouthKorea/9645/2019,-2.9960700551049384,-0.5263030621988096,1.5195847907334057,-1.354122523416863,0.07941249779502095,0.009217559609184895,-0.04502825208286345,-0.11870129794207537,0.4418632102937765,0.4372728982320715,7
A/Germany/8752/2019,-2.9960011303038643,-0.5248367137399771,1.5236393491598965,-1.3567008434513725,0.08415878552512539,0.01080266163698409,-0.04640438800613498,-0.11239403629179487,0.4469592925627001,0.4391477942022877,7
A/Spain/9001/2019,-2.996400484487153,-0.5264722839836086,1.5206385431657068,-1.3561657141027403,0.07966312337049031,0.009261698477139901,-0.04523555814092889,-0.11948817683957337,0.4455912024442296,0.44162709980139075,7
A/Germany/9676/2019,-2.992842925214284,-0.5092328028564032,1.4981465084053218,-1.317991379401577,0.07323647513958281,-0.007727048676417058,-0.06068627654787428,-0.10138300121996988,0.34863671173161753,0.17233757669169547,7
A/Italy/8442/2019,-2.9925129424317123,-0.5090689680481955,1.4971104908027821,-1.3160184109651805,0.073015213804078,-0.007696823917501371,-0.06039541908407802,-0.1006861799044616,0.34572469509418113,0.17069653101073923,7
A/Japan/7848/2019,-2.992842925214284,-0.5092328028564036,1.4981465084053214,-1.317991379401577,0.07323647513958265,-0.007727048676417162,-0.060686276547874354,-0.10138300121996975,0.3486367117316177,0.1723375766916955,7
A/Japan/NHRC-OID_FDX70566/2019,-2.992842925214284,-0.5092328028564033,1.4981465084053218,-1.317991379401577,0.07323647513958274,-0.007727048676417112,-0.06068627654787433,-0.10138300121996983,0.3486367117316176,0.17233757669169547,7
A/Italy/8941/2019,-3.157031165047155,0.2580093996235053,1.3878680441079279,-1.6642849993144595,0.0384998583994468,0.3351244620425824,0.5452201633808081,-0.0034035542509050754,0.42214545637770334,0.6819436974286373,-1
A/Japan/8261/2019,-2.9946326877505,-0.5105787345544106,1.506568716689449,-1.3338219409750727,0.07359679655307808,-0.0007123254253979938,-0.07118555747301811,-0.110723606790858,0.368787971508057,0.1851885977148065,7
A/Spain/9580/2019,-2.9987646442762568,-0.5280127881289055,1.531494388119357,-1.377403666351033,0.08251437227339181,0.0076054409845438984,-0.04141158695740215,-0.1292651546818204,0.48609708203538815,0.49348522536257805,7
A/Italy/9062/2019,-2.9569975845547516,-0.4870290772219752,1.394999455694424,-1.0817596160327168,0.05199496703200852,-0.030090412388603962,-0.07953281860551122,-0.17896134280255205,0.5568582601696266,0.0697205184037626,7
A/Japan/9505/2019,-2.883966441440647,-0.4997136006031587,1.4088842447446122,-1.0810512932525724,0.0893612942129716,-0.21823627650446553,0.05533090445687066,-0.1327105202574685,0.5669543846236781,0.06665028891021267,7
A/Japan/NHRC-OID_FDX70521/2018,-2.8120645924046244,-0.395135055331998,1.3175130397057322,-1.0210817867413553,0.2665290236403411,-0.1728696757586387,0.07912478869080411,-0.12554205817178055,0.5701479421486086,0.05763086895886202,7
A/England/8741/2019,-2.959736304240827,-0.2624411830630527,1.5174226100784787,-1.5110955491803608,0.1168196218847386,0.07565851817762466,-0.01197138028211748,0.08895522918196368,-0.3833715568791054,-0.02530749810384924,8
A/England/9338/2019,-2.947845585158695,-0.3941052495288526,1.574406648745016,-1.54796141679414,0.13769303121831966,0.09340148376633034,0.038471652595657824,0.10132752759755498,-0.3648267567208491,-0.10451438166747234,8
A/Japan/7846/2019,-2.9482829124172008,-0.3957579201516212,1.573763962643067,-1.5463488442061712,0.13747224466141159,0.0973874704647288,0.03722505619381736,0.10014849149331585,-0.3580848264270365,-0.07891728254009743,8
A/Germany/8917/2019,-2.947933937548661,-0.40083921319087323,1.5660518408020374,-1.5470314871691733,0.1359054020262777,0.09062097604309753,0.04385760345444019,0.08449670638346632,-0.37054136958736306,-0.08188046581552612,8
A/Guam/8597/2019,-2.948608017978301,-0.39588528781104404,1.5748530253258533,-1.5486671229140196,0.1378888330799596,0.09776990260138012,0.03740432782730227,0.10084159161544495,-0.36110095164737954,-0.079675979069537,8
A/Japan/8603/2019,-2.9520999822573883,-0.40619198220190206,1.5560754576310503,-1.551652120676617,0.09592022672651872,0.08249941405214177,0.033226893240655996,0.06483263108767916,-0.38840631944676884,-0.07041257337076391,8
A/Japan/8769/2019,-2.948608017978301,-0.3958852878110441,1.574853025325853,-1.5486671229140199,0.13788883307995978,0.09776990260138009,0.03740432782730218,0.10084159161544491,-0.36110095164737954,-0.07967597906953702,8
A/Japan/NHRC-OID_FDX70587/2019,-2.9491270937286065,-0.3905501520103598,1.5727061913582447,-1.5471395138160213,0.13610028150683307,0.09298199242854391,0.03457067623896865,0.0969065534874187,-0.36795177894716496,-0.06857551650399796,8
A/Japan/NHRC-OID_FDX70590/2019,-3.310858747618241,-0.37384210725444084,1.464524547185881,-1.530067190902774,0.08101308303361324,0.17321118372478392,0.005116080194472941,0.09018689026315514,-0.25664335843341834,-0.10566338897273272,-1
A/SouthKorea/8825/2019,-2.8572000379684988,-0.40357847407905234,1.6054796170583587,-1.5682422406625127,0.14453174192586943,0.10773079422183718,-0.014911453806788304,0.10051645622213864,-0.37350466301092633,-0.09169427475730255,8
A/SouthKorea/8832/2019,-2.857960431749885,-0.4029349502706963,1.607470523645373,-1.5609498153815242,0.1459447638551277,0.10993766635696106,-0.014684635589454278,0.10438041987717205,-0.3759422979509445,-0.08786282625150073,8
A/SouthKorea/8824/2019,-2.8592214318994595,-0.40345416140386436,1.6119293323212012,-1.5703527796701182,0.14773004624420066,0.11168511525992753,-0.014971660562327025,0.10733123780208503,-0.3889368037540508,-0.09134195901425472,8
A/Texas/9844/2019,-2.9577610532902203,-0.43654427927719486,1.5058968654110303,-1.549221159358993,-0.07685444769461884,0.030376758859705835,-0.06579532182841244,0.8642925335585553,-0.24693016578551802,-0.0027592702387298647,-1
A/SouthKorea/8822/2019,-2.94959369449166,-0.3966910932551992,1.5800421811438752,-1.5595124194322691,0.13846486194927496,0.1087118959585446,0.033078069065547416,0.10602740914045283,-0.3691921933162034,-0.09039684860274685,8
A/SouthKorea/8823/2019,-2.9492684802525266,-0.3965634663450385,1.5789495299891072,-1.5571779058475856,0.13804653323783803,0.10828666363709777,0.032919532344842864,0.10529866607871523,-0.3661084853383242,-0.08953606501265957,8
A/SouthKorea/9704/2019,-2.857543589910419,-0.4001263892572374,1.586570215789873,-1.6211555905516826,0.15654274368096874,0.11055563699126594,-0.038607522543494095,0.09658924615860065,-0.3436238135920141,-0.1230850891255719,8
A/Japan/NHRC-OID_FDX70591/2019,-2.952319249025149,-0.4050547122545294,1.5669258655074556,-1.5441483639698272,0.11222578119874084,0.08170114774531702,0.03590137532959599,0.04284666221696478,-0.3167717454032261,-0.118356420818702,8
A/SouthKorea/9578/2019,-2.90287429393414,-0.42040057982699897,1.570574336347464,-1.5733404345857265,0.10155060427179768,-0.1105286819449118,0.12731426128887047,0.3710646928417837,-0.2713616773056009,-0.13900683100788716,-1
A/Japan/NHRC-OID_FDX70574/2019,-2.972447184452328,-0.3851465895277702,1.591677858314488,-1.6612950597502645,0.1708140380792858,0.14169280569337286,0.1219538390050339,0.1249762432856028,-0.7655012866600631,0.1479580584919329,-1
A/Japan/NHRC-OID_FDX70593/2019,-2.9599282088193264,-0.4003949978258983,1.611134310751295,-1.6307801156288209,0.1486014012764555,0.14597071084139004,0.10817898316641597,0.16295863667979846,-0.6463522064635309,-0.18939742676608678,8
A/Florida/9851/2019,-2.9171011352356455,-0.4167762324595428,1.6489798269268305,-1.7173567075692868,0.1836224304977356,-0.023001187311626866,0.281675198955667,0.2115716505500368,-0.9897887454668781,-0.3498740014820692,9
A/Guam/9841/2019,-2.9154170609245007,-0.3731250704785896,1.4076288490714954,-1.6325963251326485,0.09836928959695578,0.11916769728521366,0.12264388005230113,0.16973337377142858,-1.0631535282717197,-0.3017222481277145,9
A/Washington/9847/2019,-2.8910481776158496,-0.279039255861436,1.5889287859090309,-1.6635786917989188,0.12243411984636483,0.221183033104519,0.17740175911389416,0.1867719188369195,-0.9567435147510318,-0.31451569988019346,9
A/Yokosuka/NHRC_OID_FDX70622/2019,-2.997643169638553,-0.5225008714911874,1.4824817708269218,-1.3120668722293496,0.04172563811461568,-0.009377564152807815,-0.058177275158108936,0.01390471874462563,0.3902576761827892,0.18284759832453412,7
A/Japan/NHRC-OID_FDX70571/2019,-2.8447714398849566,0.6863363922742326,1.1020431044259855,-1.0007480677514338,-0.032567476505793176,-0.46695353156458547,-0.47734872086053187,-0.23513643700870418,0.15315180462911995,0.6885011059472378,-1
A/Germany/8912/2019,-2.8815192071730378,-0.37341584548226237,1.3460101136556697,-1.0499381952295128,-0.005660358941185548,0.011576024803226625,-0.01811179561981231,-0.17497385773991106,0.5839375077377349,0.09097164398087962,7
A/Germany/8926/2019,-2.8803313296424857,-0.36857711981473584,1.3552079871820237,-1.0496230467490268,0.028210037604405398,0.018226886238404932,-0.028544899156044738,-0.1399413801980941,0.5849141506908188,0.08740940646146211,7
A/Homosapien/China/LS329/2019,-2.985837411637815,-0.510120353836561,1.4910513023731966,-1.3102736291343895,0.0519427771939915,0.06246979023068395,-0.1321568454288045,-0.12619735934925913,0.34834478099584654,0.18451290296698916,7
A/Homosapien/China/LS318/2019,-2.9580451477417657,-0.4979236366591057,1.3837443580694098,-1.076956386714466,0.02898137558836816,-0.043156982489232346,-0.07668963088193693,-0.10829166336801906,0.571739779028847,0.08260077122940435,7
A/Japan/NHRC-OID_FDX70487/2018,-2.7253746032210975,-0.11390679347063544,1.283644567469169,-0.9900361159187147,0.005760563560690853,0.13728008699234184,0.04287711844749014,-0.12768334585135005,0.6452228666035504,0.0959847524458874,7
A/England/7821/2019,-3.1198515637634205,-0.7921871613114351,1.3902013104939588,-1.1344886668889564,-0.1344014762859954,-0.22674453250873902,-0.2682162687482629,0.6531613582323902,0.6981712750638225,0.10202769365463386,-1
A/Homosapien/China/LS323/2019,-2.982088190546416,-0.4957349225214404,1.4840491255437769,-1.3168354051849351,0.03683143952557161,-0.030200040879988458,-0.08499025915302746,-0.18684986319166882,0.2684330135769633,0.1347117217839957,7
A/Homosapien/China/LS338/2019,-2.993260712165761,-0.5222665159302743,1.4487202423525651,-1.2663518118808619,0.016968087490719718,0.007975676607680343,-0.11835372101788455,-0.08748824309997016,0.37731748000831017,0.16701735243004853,7
A/Homosapien/China/LS339/2019,-2.95960220158333,-0.4903619875843213,1.3978718751364883,-1.096587394879054,0.03814345866206401,-0.048470324675895154,-0.0693572640931864,-0.1669216634386756,0.6932705000630516,0.0015589578111381687,7
A/Homosapien/China/LS319/2019,-2.9480616249953413,-0.5024467810266174,1.4140132158599852,-1.0980652889564118,0.05755903376122682,-0.11151132786647454,-0.04346906479881614,-0.18391632015334378,0.758405868720317,0.0637788821968209,7
A/Homosapien/China/LS328/2019,-2.9485699115394395,-0.5034825287757937,1.4133488946033606,-1.099471923411075,0.05305915729087751,-0.11364414182074968,-0.045842963539438016,-0.16661653388061715,0.7683429080260739,0.0664412069193576,7
