,mds1,mds2,mds3,mds4,mds5,mds6,mds7,mds8,mds9,mds10
A/Brisbane/161/2018,-0.001858606849265299,10.478687885829,1.8385562714405486,4.635968127922448,4.242560697681113,-5.802802496612998,-6.702488589586505,-12.471558952938645,-12.016824424574125,4.600512795054459
A/Victoria/2036/2018,0.47758225902503104,9.674623449794904,1.870397428790271,3.8612044761802027,3.2097422594267457,-4.9150561177649035,-5.994331036160997,-12.647391196374995,-11.651285108973024,4.083871210612791
A/Brisbane/28/2018,0.7635725467452922,9.604520334388477,1.733499745029085,3.195100984381028,2.7915387758924672,-3.848995207990386,-6.1727613207130725,-11.786800882086,-11.244586172569678,3.1833551210115454
A/Brisbane/6/2018,1.0814770758477839,9.733356631349716,1.449444150235118,3.1261561755651623,2.9262262721564607,-2.9354293125848065,-6.5160621415155315,-11.541164582640995,-11.564932669318695,2.5212423952872185
A/SouthDakota/37/2017,0.8267411954809378,9.41925317711642,1.6204693451617151,2.6153067328021153,2.44070589181171,-3.126260376000353,-6.119029198670663,-11.011491111051177,-10.992303403755988,2.7551747874902794
A/Newcastle/22/2018,0.9213669644161385,9.566665919324489,1.493398064441291,3.020946504993312,3.1297120984479885,-3.206927774758698,-6.449210557568174,-11.463019749914865,-11.566169533712028,3.1922913814380274
A/NorthDakota/26/2018,1.3692326391705782,9.782856190976085,2.077039541996378,2.8226779270552274,2.6347618703243305,-3.528545983822727,-6.570306950663169,-11.482266637606294,-11.423413906018993,2.4268411345661907
A/Pennsylvania/274/2017,1.4387472774199463,9.84323363161147,1.5720953285157513,2.6429040014025307,2.6003444859005995,-3.173844166776522,-6.276708508425499,-11.220990661829992,-11.878824777281572,3.0373594742600463
A/Sydney/521/2018,1.0422677368579758,9.658082825309169,1.8023604342757327,3.342092385116147,2.682583665304685,-3.25371452471473,-6.460920740048941,-11.755050396422709,-11.31071150233297,2.5575577327391357
A/SouthAustralia/125/2018,-0.2557070092213401,9.36195843230526,1.6195793080349898,4.902793631932652,3.852319709225931,-6.708061251141862,-5.692980531134443,-14.610877707085272,-13.098659935219109,4.4369999746649595
A/Victoria/1003/2018,0.30981388497304785,10.425396503988544,2.8333154418256488,4.396690815292256,4.6454909911050235,-6.886847018776863,-6.287864216951384,-15.061339458092007,-11.564695994609615,3.218144458551511
A/Sydney/525/2018,1.968778578900193,11.385756773031364,1.9991974054013502,2.852172891715408,3.6440563377556368,-4.043781583334138,-7.3540798288367295,-10.681469729103654,-12.03319666232767,2.504000790272445
A/Brisbane/23/2018,1.334658360660484,9.826901610327877,2.1819907413931197,2.2617365430960863,4.522083491140854,-4.540927472934013,-6.908945632006802,-12.512065338335967,-11.567114890453702,2.6355842321352725
A/Missouri/45/2018,1.1925520119663022,9.74172468676484,1.7466022523813,2.361302540884164,4.690406885665789,-4.232702502944385,-7.191514243746585,-11.588345023001416,-12.254290090535115,3.547666409447365
A/Vermont/13/2018,0.7672714059478689,9.688169619621247,1.5814504094999304,3.1716629519510198,4.687034700075462,-3.789300249170288,-7.5455648064771905,-11.437840356462143,-12.245768861264429,3.4549459386412957
A/Florida/53/2018,0.859791077777192,9.806585997781507,1.6088721211391852,2.3238430426542895,3.176892161855014,-5.59113269442956,-5.929341474613109,-12.558678993385305,-11.781146214738962,2.8954963982680986
A/Newcastle/7/2018,1.8664275394097758,9.751996916954509,1.7016944870368094,1.8312785758577008,4.477436778946198,-3.3935175070705585,-7.140876436546707,-11.910735875684477,-12.564114698602248,2.4514513820264208
A/Brisbane/36/2018,3.2025998646686666,9.562961856254477,1.4512888875699121,0.9004489800288148,4.007711521961759,-2.6152376202179886,-5.6674624291745115,-12.858556544284614,-13.294811218170551,4.784560657508754
A/California/38/2018,2.919636697956246,10.909534071838573,1.0418034835628787,2.665979790911209,2.1579239342259338,-2.8251186080607518,-6.50604662645107,-11.759823346628973,-11.918215264020084,2.0865269040672594
A/Arkansas/24/2017,-0.38963291540695616,9.059666019020186,1.7591774082038656,1.1411280420912628,1.357791599769224,-2.2944916946724123,-6.110865679290131,-10.429431399726496,-9.88176657150672,2.814785555983918
A/NewYork/07/2018,-0.5823126471936962,9.149255501196748,1.7256261782787439,1.4526402975403994,1.4514741046568465,-2.2180998745722547,-6.086430711638793,-10.37533423347813,-9.732273833305431,3.090202068007605
A/Vermont/04/2018,-0.5282972772463067,9.075923140995329,1.8675813125984584,1.3514844741946694,1.4973879580012825,-2.2846438364270307,-6.242644391699919,-10.570887885752079,-9.602279415930454,2.782544863338968
A/Arkansas/29/2017,0.08065750321039573,8.667227563032599,0.8539344667820715,1.2891765922651288,1.2861596708509515,-2.1577715978037686,-6.4726767349144945,-10.454515196092082,-9.052194520961814,2.89760697583789
A/Connecticut/20/2018,0.4072724067169758,9.501268901849144,1.8680766650675282,2.384714247909862,1.990445492704747,-2.306310237576641,-6.329967494086914,-11.078872052045853,-10.452561474623856,2.7430315498175046
A/Idaho/34/2017,0.45511644996940764,9.500350534923628,1.831491373954451,2.2195242577353658,1.5693704761145355,-2.7408641554113746,-6.124455953186593,-11.021355330267452,-10.589248367099797,2.8476575839809644
A/Connecticut/32/2017,-2.006255625529378,10.212833151514756,1.5461954671521683,0.409092377415749,1.2366650608005865,-1.89107408040709,-7.011939243661737,-10.341590356861087,-10.693033377991204,2.804546952757572
A/Iowa/19/2018,-1.1341247308565063,9.649755606648181,2.0860473845326775,1.6907884243720546,-0.11988922647881958,-2.5940240987675107,-5.60953571105384,-11.890087905442147,-9.837590243123524,2.92687996715098
A/Louisiana/57/2017,-0.6852065156054216,9.815825129077876,2.5808718203561414,0.9786618625532797,0.5741605495798955,-2.6219613818310203,-5.845335846965178,-12.252357493704059,-9.256806497792978,2.310990939618436
A/Sydney/515/2018,-1.2172925396938064,9.048152518059792,2.729693055447789,0.7119243688877053,2.180534328386737,-2.2712818945289635,-7.054753684013222,-11.908250345459244,-9.333979036591394,2.728896693857518
A/Brisbane/43/2018,-0.7814139134175282,11.059739087177917,1.9015129511857716,1.9132273919237877,2.2753259023480834,-1.7985834150821216,-5.065338932564693,-10.909160822285271,-8.646466374809778,3.212379602251403
A/Florida/62/2018,-1.1617077809034118,12.48709988271777,2.1664321113242595,2.4692944616605463,2.4112309363996323,-1.9581636902135162,-4.735953396507878,-11.748445720301536,-8.105524365400626,3.6789357633076696
A/Maine/24/2018,1.6754186747355322,9.844045242847999,2.0969069147281116,2.649896309410496,3.3827892699636717,-3.7073530911358055,-6.483043855003953,-13.324095241717288,-11.6998620768552,1.2727869814210562
A/California/64/2018,2.581042767533805,9.116842017300486,2.281992888896564,3.3233183792812664,2.1966408909475117,-2.647843396272976,-5.721667701861816,-13.447075615690173,-14.32405250572036,3.972337241484139
A/Hawaii/57/2018,1.9917635442849264,9.30684872488678,1.8403705922161453,3.37187767216746,2.380167798331334,-2.346236639135699,-6.1386574832993634,-12.241762868721413,-13.314107784280846,3.642446910211383
A/Montana/38/2018,2.4607845553196723,9.460502186560303,2.081761793069421,3.9900245311731606,2.0755042861868698,-1.845964192700444,-6.359079367667512,-12.678434168019814,-14.54003854130302,3.8553682216839964
A/Sydney/1038/2018,2.5291536998609603,9.143367050033895,2.2299995571427056,3.6337173893821184,2.9020133523874505,-1.9229535548259231,-6.547868323906291,-12.707581393371981,-14.460591157705352,4.22218146552571
A/Washington/180/2018,2.1355672646402293,9.166570888650442,1.7414022991549807,3.818828197280786,2.169035791230554,-2.0652260517834558,-5.980672294723982,-13.107471833196161,-14.608502902722899,3.825000795101936
A/Wisconsin/497/2018,2.9851830068221354,9.382659539025648,2.804497278697541,3.101723814637193,2.722806313628018,-1.8832493853686594,-6.655255293220867,-13.021750041395274,-14.145904418235093,3.483850301337734
A/Washington/186/2018,1.971633423399194,9.283470080696189,1.822745082614634,3.3570892965187173,2.38485313911621,-2.386364018773812,-6.175608345943322,-12.18575867242137,-13.354202268162915,3.642939856396921
A/SouthAustralia/5/2018,1.2172718481915508,11.280544498517386,-0.1698892129302852,4.410865126823751,2.12129223645715,-4.665291216951974,-5.761974625873922,-13.484783860774556,-11.880128331511774,1.2914135268097402
A/Brisbane/57/2018,1.4442698627663142,13.083964429052935,2.0889431143756414,4.40833907550395,4.7289799771721865,-3.266697894275909,-5.382522918865376,-12.157880475592762,-10.44238571836485,3.3775587178142237
A/Brisbane/12/2018,3.2271233542476074,10.480065875288556,-1.5645985460614913,2.491915870126422,2.533134159394342,-3.1466082154851165,-6.318854400259683,-12.730238445810368,-11.650292608587367,3.3481859450978746
A/Brisbane/40/2018,0.9223247883575892,10.02451392084481,1.295888428173401,4.725537639101921,3.1400352965465124,-2.394898161304463,-7.061177718886858,-12.348845426840448,-12.083768404328323,1.817881359044479
A/Florida/65/2018,1.1962058874548105,9.144247449858632,0.3583921377445345,5.009745802286149,3.787213665758532,-4.505206419932207,-5.852984862500611,-10.370718937344757,-11.450330911527344,4.528748785426477
A/Sydney/11/2018,1.503022750740498,10.541026298398087,0.3745637358382832,2.984584645610552,3.4441090956077,-4.249844845561816,-7.04649111981042,-10.49925629583996,-14.919489306407096,3.52501158075593
A/Brisbane/19/2018,2.0380651048526905,10.701360514811112,2.3198635527158213,3.91044739489524,3.956023771841056,-3.793624460614309,-7.607605009083241,-10.372450825979968,-13.70088882476714,5.272731129207012
A/Brisbane/25/2018,0.7190769409639366,10.117840661686014,1.2564517528793702,5.804294361004243,3.111283964264604,-2.738519073054651,-7.499276904443101,-11.169415417111512,-13.943565671166935,4.404520213815683
A/Newcastle/20/2018,1.0826439024112282,9.880185198392686,1.4936945382281785,2.7187428576215162,2.7329802510502508,-3.7135046343235305,-6.033494046332386,-11.409710540614261,-11.551299749111793,3.3378886024360086
A/Oregon/10/2018,1.1077381137070257,10.157868531561702,1.623801529305411,5.151973610560289,2.2723208818992267,-2.663900486547,-6.8354050903769314,-11.72981210206559,-12.420109372326023,2.968412005046507
A/Perth/43/2018,1.851930697284557,10.022727835403902,2.8574794380240505,5.218096315195529,5.191520783014481,-4.583689848981222,-7.101914813013669,-10.54442671662094,-10.697587268782232,5.900777232645153
A/Connecticut/22/2018,1.1228104688443599,9.984079394427331,1.29748811786442,2.553501808888478,2.739974258348033,-3.622201969528223,-6.298991714953518,-11.12365623868515,-11.800096812776497,2.8757996763692364
A/Hawaii/42/2018,-1.2449523368152298,8.965562191314609,3.8594621910683053,3.7190493245397898,3.7203187546524865,-4.535591000465608,-8.339819795982098,-12.275991042892375,-10.30414141194672,4.636039778196078
A/Victoria/2020/2018,0.6096034117250718,12.613053292373632,0.8710653480397711,5.964398725835701,1.2463351369977083,-6.1452825651327565,-5.831506464960599,-12.312172705556561,-13.481477155177753,2.646979609284715
A/Missouri/23/2018,1.1554625957970546,11.555446938512466,1.1126836225060897,4.953039009671142,1.1398874081627604,-4.7938612788512085,-5.482807063055572,-13.052156149622846,-12.778561741412641,1.717208665215369
A/Hawaii/43/2018,2.690140669636692,10.207355693929308,2.6449935387439654,2.4382144099224043,6.391894847837215,-3.3543568331077736,-9.062577079924273,-12.306577558747358,-14.088582287252168,2.000752932481912
A/Victoria/2088/2018,3.23485757147751,11.371394808475928,1.796431722820796,2.4108845729135178,1.277902612151904,-3.9730238848525934,-5.087087500690275,-12.21061064780593,-14.113163465797962,3.1341850231153647
A/Michigan/85/2018,-1.7459490780734144,7.663928669123992,2.627218395494247,1.0592002098758624,3.171393039034036,-0.8720511416448774,-8.579670032919228,-12.621881859639181,-11.003761649104334,2.141301102812219
A/Brisbane/32/2018,4.005988313454355,12.597795702961662,0.9394190680505662,0.7570226422054357,4.6040796099516665,-5.242224552011645,-7.38481775727842,-11.868200547127508,-12.166910439867662,2.9156740690774487
A/Canberra/9/2018,3.5279457949067456,11.30924929631501,0.37604485240522895,0.8943865766664143,2.7458516557098185,-4.522080029714408,-5.8913259721649744,-12.856600245103825,-11.776921815143563,2.607960033982141
A/Newcastle/67/2018,0.49895762684668554,9.852752202388578,3.030501899784447,5.251303745412926,3.0776394712536352,-6.423008203085659,-5.667822237904168,-14.806363989976434,-12.528605441781208,4.715135341371242
A/Texas/299/2017,0.4393376109972676,8.61340757082886,4.300114773083509,-1.0726326606787986,0.6445033380038857,-2.5759170200093986,-7.659144045087622,-11.587979615354797,-11.587755643824412,2.323763513629348
A/Newcastle/11/2018,1.9450623597401984,9.771068561141943,1.6645852614249506,5.382778898923686,3.1608056560911897,-4.671429815361518,-6.240932500645529,-15.146261561940104,-10.282050549660333,0.8529023375257707
A/Perth/341/2017,-0.9837244665597241,12.6975938474006,1.1694669295394946,-0.04726729355424845,-1.7895928501006289,-0.4171520188729748,-7.407640006763572,-10.039922416647071,-14.132221647235177,7.785480281569847
A/Arizona/30/2018,-2.079718123849317,10.7150044782684,4.084956153718342,-0.6874014876362419,1.1149157558665796,-6.139397482366312,-4.517642740952144,-16.025697919846326,-9.583361591834958,4.138477114810572
A/Delaware/49/2017,-2.5063275485494243,9.553996170397083,2.829798675615155,-0.6114720524753148,2.0960540892792197,-5.497576866174277,-5.145507053456387,-13.907553047629992,-10.221812975656183,5.708684761086425
A/Arizona/37/2018,-4.181536213638946,7.473308829972981,3.3859656005138175,1.6145656669823198,3.506790946643698,-3.8712511701927275,-5.640571300021616,-15.519373366261393,-9.452007919702531,0.6984438037590298
A/Brisbane/1000/2018,-6.265117582023521,10.315142247460402,0.447714458630603,-3.618147073323226,1.7204077234408237,-1.8006706929001717,-6.560974233719051,-9.275385255722535,-15.441458177951214,4.618338856263966
A/Brisbane/58/2018,0.24247648957738355,4.182329345649182,-0.7392805283457569,0.46906717059599734,0.09859781249533099,-1.7178175790393222,-4.5825912008736545,-5.200029158251409,-4.227879554439923,1.794736064428199
A/Brisbane/54/2018,-5.180670781744525,12.005525849971495,-2.0555121906775238,-3.9159424974053683,-0.471928703374234,-0.534836858716066,-6.489759274159675,-9.081222245414276,-15.95609090458168,3.1798845086327328
A/SouthAustralia/4/2018,-4.6970467142393355,11.366764046171854,1.7401513223963012,-2.2828581212600834,2.6093060320506622,-0.5983496730235469,-8.110767727997969,-10.610540718691995,-14.119725829191712,0.9778288749303059
A/Sydney/24/2018,-6.31789887436317,14.635217963792579,1.1910953192146838,-1.9263895018348756,3.9941031826211106,-2.2087832261335616,-6.5536195997164235,-10.292008109953493,-12.32312393460301,2.3867720762461557
A/Texas/68/2018,-5.603510160137679,13.635163502204998,0.992528377437271,-1.2967446086307346,3.2552901065010267,-1.5738674265414554,-6.168246890908685,-9.956612266544687,-12.198449413001526,2.4295011650741247
A/WestVirginia/14/2018,-4.485613246826904,11.224003795931942,-2.1001187149790193,-3.3771482645962703,2.2686851397362107,-0.3297811015969976,-8.401091062240697,-11.385858367979049,-12.820244249596746,1.773150694094487
A/Missouri/26/2018,-5.979207531254204,11.520653726550563,-0.2688570881606449,-4.331996901017512,2.149844585794047,-1.5552968120331812,-7.627622208576811,-12.561537170125805,-15.375602123196598,1.2305250804153904
A/Indiana/28/2018,-6.763975533212039,12.015369899869071,1.9050010628534408,-1.2324925897007915,0.6596629395805348,1.8882476697534536,-8.84660298237582,-12.314143955677626,-17.677122569823442,0.9752480191544197
A/Virginia/53/2018,-7.87459387934367,12.265939258119502,2.1185482864126195,-3.924938989952055,3.768044886174816,-1.3509959406704446,-9.839198051155382,-11.660587716848177,-17.974579722533896,2.8292276375968513
A/Brisbane/1002/2018,-6.59554304095466,17.055434530457465,4.9602933534557865,6.646526538258455,-2.003686624066819,-3.886185899966183,-8.46908221971854,-5.963523133879103,-9.481820922949982,4.2127538886158264
A/Brisbane/112/2018,1.6773316827123066,16.370014830810774,4.959748716629464,0.4759124003203475,-0.3811746927586565,1.9411611618929034,-10.147149220511174,-4.162779003610599,-11.027883871530005,1.6564192933384299
A/Brisbane/73/2018,-0.42980626751206963,14.269741048083066,4.586132481038239,2.0897413652438868,-1.6177774613334786,0.8145071904348382,-8.036201120341252,-4.720793243188855,-10.910182981358062,2.7191767643344207
A/Brisbane/89/2018,-0.6172292488530433,15.524880358012478,5.253365345781824,2.718727541251362,-0.9087659799063681,1.252016157371186,-9.568040358408838,-4.950129817355079,-10.625844253974027,0.5306444865469504
A/Nebraska/08/2018,-0.9046848618845028,10.842242845711159,2.076184182840886,-0.2403015762230952,2.479477414220529,-0.3185181257000239,-9.990199090667844,-7.194083461264047,-7.870332239415953,4.747619618832585
A/Ohio/22/2018,-1.8481023678711597,11.457103069814526,2.232102851384897,0.24889028539619043,3.8685137507837117,-0.1860662814845509,-11.645066747886784,-6.975165815295441,-7.986398980651619,4.343227441986774
A/NewJersey/33/2018,-1.0611710939624355,10.669850760851748,4.086172143560999,0.003942971038185666,2.137604164509174,1.3248410593964963,-9.972440855145818,-7.615960628923221,-9.186140227824543,4.073168481887437
A/Nicaragua/8899_11/2017,-1.4769012295228137,10.758158764444747,3.2209194897596514,0.6916707028806806,0.8671473636900193,-0.11451870537441415,-8.590439782595618,-7.899182294715559,-8.19154733044373,3.0267415216807407
A/Nicaragua/9379_04/2017,-1.0046144314450545,11.492513683814753,4.684923882515028,-0.9599259122369703,2.4394479256761654,0.2031262899506497,-11.105038484761396,-9.666741690537183,-6.173184680099665,2.4329060528521023
A/SouthCarolina/02/2018,-5.455311205292535,9.210610113609762,1.609641363587043,0.4433997858196776,5.969818022980311,-1.241198127937922,-11.439981279218788,-9.642297739439174,-7.744773077454817,6.25724696549324
A/Brisbane/1101/2017,-3.4517941110415014,10.034171458203014,2.9850866059780796,3.2252297952747413,0.8516778381297072,3.260709395177486,-8.616810562795074,-4.466837443738128,-5.774864073816329,6.228687209834909
A/Brisbane/45/2018,-5.822183030589383,6.32844422379136,3.3319887932860355,4.165232557297648,0.7476266222854523,2.810693729356559,-8.459909267294227,-8.359723799745382,-5.37817992711864,5.941869312650863
A/Townsville/4/2018,2.6699242299539017,9.012621811525918,0.5304832029028476,1.2837841506022836,2.098273264167306,-7.205524430050185,-6.869014698112946,-12.129568196548217,-14.380204657682587,2.882487869238914
A/SouthDakota/39/2017,-0.4564368566680832,9.294227340378066,6.338692472784985,-0.029743306210386372,-0.8103707144181866,-4.708415560588442,-6.566031857134313,-12.5723711415911,-12.260931745917707,7.314025260757357
A/Hawaii/45/2018,2.021071812545086,12.922033021379617,2.126319207032296,6.051948796443413,0.7296571724612272,-5.693896269718312,-5.066159217053714,-12.131582253884172,-15.020120575442867,5.830879912886153
A/Montana/24/2018,-0.3509835111826898,10.995398330646404,3.863479371230518,-2.5982702581715564,2.2492077447399828,-6.00002185048157,-5.736197863850012,-11.874539374231238,-13.791024122037816,8.638020656885718
A/NewJersey/38/2018,-0.34461889417460423,8.119951695426634,0.24828617642990589,5.11902721448814,4.175550982933235,-3.7529640841437253,-5.214917242093116,-11.274912740012658,-15.452288141779459,3.707942047310634
A/SouthAustralia/2/2018,-0.13414564080457167,15.940552542864053,3.7887094577934524,-2.229936204734769,-4.689005395183848,-2.3001225226250095,-6.023973576536073,-14.473087407135331,-12.752539820170211,2.322522993989618
A/Alaska/52/2018,6.376772977209694,14.695153503646932,2.144286504866713,4.556305050405447,8.643850887967096,-4.88111772678375,-9.327358123352111,-13.086359847595535,-18.201513776631792,-0.47671022120020146
A/Brisbane/120/2018,4.399054238538281,14.136930160153744,2.539837002806546,5.542732679341903,6.384308655870461,-4.839418950711096,-8.829522233062413,-13.302090004009688,-15.386266671394507,-0.1751512441471339
A/Brisbane/142/2018,3.8213684834865647,14.09764749163423,2.470999327362898,5.674552209397482,8.10414992409192,-5.85450474763652,-9.412218895268868,-13.774548683597345,-15.89871144674478,0.35358038876181075
A/SouthAustralia/82/2018,4.525974069880529,14.254586431115442,2.50529434998784,4.732842153333876,7.158062320691617,-5.38924770948206,-9.033034672766028,-14.180354970945382,-16.330473333718217,-0.8317063489547445
A/Maryland/54/2018,4.681677460949701,13.428321602116032,1.5784643826333253,2.9525580078108042,6.236172812232384,-5.339381802817401,-8.313129177836613,-13.254161379671267,-14.136682240343392,-0.030695929965237113
A/Italy/7836/2018,5.1032671424345235,14.946069905554609,2.4450326322269005,5.200208816864553,7.376761628436699,-7.022380628489171,-8.36410031170349,-15.599675559864044,-18.236998093491955,-0.7906675348643791
A/Alberta/017/2018,1.2987365156621495,9.678490466445128,1.9106341917272496,2.6373458196921327,2.562023963699591,-3.24981500270674,-6.6568200984368024,-11.369556663605605,-11.774876402873039,2.5606782150930067
A/England/7400/2018,1.512744918780698,9.970451992304465,1.6158820227357598,2.689906595526007,2.5622332739642855,-3.1623607441533594,-6.344671283858378,-11.258073709859804,-11.77706646955724,2.675215856784181
A/Japan/6791/2018,1.2606815935133355,9.992516966553838,1.8385658255367379,2.860721790759446,2.9728933146543355,-3.515586702561675,-6.37461843780679,-11.498022002743784,-11.179688807827038,2.907818732369781
A/Japan/6956/2018,1.1721380350986503,9.726371982590768,1.8100574313154012,3.0089235399806755,2.2088875986265446,-3.6390918922395334,-6.11242306222275,-11.503359327906189,-11.638795203471462,3.1104842802115376
A/Ontario/212/2018,1.1275388100359656,9.790383647372536,1.4808910464801566,2.643045826403562,3.0614400652804905,-3.5188671149425077,-6.407104025828952,-11.600378438924317,-11.483083138470981,2.4080456477674277
A/Quebec/217/2018,0.5230561409287902,9.416890934905073,1.2733313547795129,3.0227858837735564,2.7264622371593425,-4.091145537006272,-6.304274929495611,-11.285790679304567,-11.647074962309961,2.9339974447759554
A/Bahrain/RVT0140/2018,0.6836318562289471,9.402839384279615,1.251231002937973,2.9519650112557794,2.787960346219242,-3.3693741691002597,-6.279649307190457,-11.839116340323717,-11.712003529946246,2.5455987488431964
A/Bahrain/RVT0147/2018,0.34685224469540665,9.426055563309022,0.33099145861556006,3.5159845128240357,3.212447254346601,-3.583665388546983,-6.33764016126356,-12.572661109784619,-12.821349503381809,2.1337341065283084
A/England/6942/2018,1.2590204770372038,9.96928811816696,1.649417931452534,3.067753864102691,2.8902770516227454,-3.1869780485002277,-6.672913527735621,-10.990468792578339,-11.635015785824017,2.9762784975208385
A/England/7013/2018,2.179251567752423,10.437833743991012,2.4682247961529646,2.848042021349243,3.8110004694900903,-3.2915874079938705,-7.413352738681831,-12.013738597089082,-11.782720751263195,1.6136004891522036
A/Japan/7163/2018,1.2826258020440608,10.635010919672245,1.4167955817192788,4.2600203325864845,2.5772351798618143,-3.5178989329077184,-6.900271891416188,-10.63964458157891,-12.779596524428856,3.788050654003847
A/Bahrain/RVT0142/2018,0.09030749822003553,9.054046309073478,1.0783149552202953,3.4850081244420466,5.170667771070288,-4.0688015728274864,-7.153759723985673,-14.090468197427306,-12.593624026879521,1.8476269719673284
A/BritishColumbia/071/2018,1.45033145072267,8.82647561663134,1.3174275316867237,3.2600454526843703,1.8246983624456254,-4.703354090628372,-7.410177643001005,-10.975483411990313,-12.582097083709371,2.128411453298273
A/Kentucky/7231/2018,2.370603979804911,11.032565983783678,2.8527163967285403,2.3794305951786034,2.868727139476488,-4.743145054314831,-6.516746892634609,-11.629545997370396,-11.682388172112843,2.8891771915589257
A/Ontario/054/2018,2.2719320590112875,9.85092093246232,2.6946249142983123,3.3116569106555698,3.5809412922568225,-2.3878102493238256,-7.323378719276101,-12.363973033135467,-12.019034630658869,2.1258652266644664
A/Ontario/217/2018,1.8533225608247512,9.116008178578637,2.49452310374158,2.0978146833800246,3.9805486425837286,-2.6861435052761227,-6.116958529493644,-12.681915349124273,-12.363144067635291,4.232605540686797
A/Ontario/221/2018,2.3935069628701275,10.799606581304547,2.4250095811341983,2.293390085505813,2.095268705229793,-4.371712003992542,-5.836723569209974,-11.454193138310433,-12.475279824483946,3.892747197913161
A/Quebec/105/2018,1.0192430724046257,9.863294015461387,1.3965927910329192,2.9910679134881817,2.5371891953847054,-3.474481627167756,-5.87090821966178,-11.703659514490926,-11.472459343111456,2.9909222672304345
A/Quebec/320/2017,0.7509664722116195,9.75207579674078,1.3790568543496284,3.379809937016021,2.7490815120398535,-3.3388290674987555,-6.3874924495104395,-11.40902673955601,-11.545460579741299,3.0212987576448715
A/Spain/7191/2018,1.2574077968432824,9.81430007098745,1.646365394480664,2.5153715147291296,2.503602440239825,-3.8889978554033435,-6.138016213549945,-11.304335698468847,-11.7256975852817,3.0833657216757104
A/California/NHRC-OID_QV9602/2018,1.9708070606275525,9.305736385683618,1.850514677543879,3.409446978566323,2.365338686018916,-2.34498588249588,-6.133516213953778,-12.233880403870867,-13.304853477470228,3.6947099800527274
A/SouthKorea/8204/2019,2.415630415887398,10.991312884582388,2.187622357361215,3.483581575444217,3.933297032656379,-1.218234653755541,-4.39152874588646,-12.75375280740511,-12.562234145648457,4.439781843660652
A/Guam/7699/2018,2.7500884305472386,9.320164181144444,2.724364717233652,5.726041835780831,2.4157721125511347,-1.216306444019028,-6.832285640510092,-14.397047250757343,-16.28705060534022,4.0806238538606925
A/Guam/7833/2019,2.1231087391089005,9.140859669717901,2.6059829394629364,6.463421299571879,2.4025012595575217,-2.197501386721356,-6.275913592095923,-15.328022065949174,-17.159490705835985,5.332167730309639
