,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
A/Brisbane/6/2018,-2.2505309245911254,4.313443869652311,0.3308335942472522,-0.30544342543386993,0.17134460614632147,-0.12320379568332249,-0.26097343861276034,-0.08795097707301927,-0.00893135573750621,-0.4051502763595179
A/SouthDakota/37/2017,-2.2502068189468174,4.314220046399083,0.3417525248028499,-0.2835713574801448,0.16682927681598594,-0.12342173848202709,-0.2600744852970106,-0.09125818403108701,-0.009729232302010681,-0.4070595368917181
A/Newcastle/22/2018,-2.2504103961407056,4.313950067855391,0.34073412930237296,-0.28295533348716945,0.1644594826592273,-0.12374836344429581,-0.2594567777457333,-0.09086154425840827,-0.009757365531124955,-0.40773178802790344
A/NorthDakota/26/2018,-2.2507501710453512,4.311328595607413,0.3461865866374449,-0.28596866821465666,0.17694724279108257,-0.14241287074882025,-0.2398657136396972,-0.09026152775982849,-0.007828796735825712,-0.4049132738113422
A/Pennsylvania/274/2017,-2.249972097616466,4.31353097235459,0.34071645777381926,-0.28275397635029376,0.16566352504807993,-0.12363912114481737,-0.2579650652070981,-0.08906785111168793,-0.009054293783419952,-0.3938839756482979
A/Sydney/521/2018,-2.2497882426440827,4.313857584090665,0.3820120330976062,-0.19401396881484237,0.16860951425229787,-0.11481346635625556,-0.2622189202405713,-0.11196810804053722,-0.013076059577135177,-0.42300243490609585
A/SouthAustralia/125/2018,-2.248545349694024,4.317064783756356,0.3837075949859108,-0.2182045878145521,0.17827403936711947,-0.109500720653138,-0.29993285300546746,0.04290501372001466,-0.03801543342377952,-0.49615954833816706
A/Victoria/1003/2018,-2.2516294536447106,4.322797787438788,0.38138465145034967,-0.1952071766490148,0.17139843262538534,-0.12154990186126026,-0.2620479654191905,-0.1087021466457638,-0.018139982388704415,-0.4442350601061045
A/Sydney/525/2018,-2.2541776673789027,4.321314987851221,0.3166208312137713,-0.35428308710692796,0.16739210439077518,-0.12858869441196216,-0.27259264323446974,-0.07526316400848689,-0.006034080599591336,-0.3871313878396464
A/Brisbane/23/2018,-2.2511380219279795,4.316651086951888,0.3425098455071309,-0.2841121503450265,0.16780348018525115,-0.12435296482669843,-0.2622545233394961,-0.09257805926655745,-0.009939558619718855,-0.4162332166463737
A/Missouri/45/2018,-2.2511380219279795,4.316651086951888,0.3425098455071309,-0.2841121503450265,0.16780348018525115,-0.12435296482669847,-0.2622545233394962,-0.09257805926655746,-0.009939558619718881,-0.41623321664637375
A/Vermont/13/2018,-2.2514832492617813,4.316019633161694,0.3450606469677416,-0.28547738710211573,0.16678162228151525,-0.11848720941709154,-0.2573270849250539,-0.09001996332344156,-0.009676870179124586,-0.39735189293035994
A/Florida/53/2018,-2.2466663865414382,4.3094521087868065,0.35681589839410477,-0.29076062250194956,0.16537700227294946,-0.12690888504536743,-0.2784325046547208,-0.1161340456881855,0.05645970251868054,-0.43763781978616173
A/Newcastle/7/2018,-2.250666140712189,4.31394227951683,0.34110756139696385,-0.28331042442039417,0.17199551494874613,-0.12094562474956833,-0.26341635881237285,-0.09174289296821084,-0.00947025080829949,-0.39744532787197084
A/Brisbane/36/2018,-2.4431671088337503,4.261922311059162,0.34042580237643133,-0.21369544598285894,0.32583343272153986,0.024297914941870107,-0.18179176042245573,-0.2302667433944416,-0.13673506810126468,-0.4155432876133277
A/California/38/2018,-2.434923402371652,4.280211380286664,0.41195175345276147,-0.24614910912329957,0.14394308175441478,-0.0232821037415185,-0.20412493702022064,-0.21641837017534138,-0.1378593426344931,-0.42286205009875444
A/Arkansas/24/2017,-2.2012804036430547,4.183896373032564,0.2955406682434902,-0.2721824606791511,0.11830091945495694,-0.07160806916691004,-0.1414346768864969,-0.09727410535833747,0.0016674614900496635,0.1360015617240669
A/NewYork/07/2018,-2.2023644589671596,4.184119752455939,0.2874405381759793,-0.26618170721761175,0.11389597006626581,-0.07291652129408381,-0.1324627721406256,-0.03831024616719475,-0.0034512571476411633,0.11951587230710918
A/Vermont/04/2018,-2.2001626102569545,4.1864808514637755,0.2944771029726517,-0.27206807740691197,0.1127990347418558,-0.07377619518116732,-0.1314769792380466,-0.0956914873555406,-0.0006535460583134067,0.1311367587821839
A/Arkansas/29/2017,-2.1123877537929627,4.205218714277835,0.2728130848820238,-0.2951428843743353,0.12909808201719325,-0.0648314259993486,-0.17512330869931203,-0.015120471527652037,0.039087261054984036,0.12012238070365001
A/Connecticut/20/2018,-2.226694953413524,4.2505303315110865,0.34388972820082886,-0.1956976138719415,0.1271612629500122,-0.09866861685383768,-0.1894220585221822,-0.1336831510961423,-0.0002396332930086799,-0.1549145673325988
A/Idaho/34/2017,-2.2240323885300923,4.251237388497077,0.35096170849555736,-0.19976203715458773,0.13281948186832646,-0.10215743099375002,-0.19162814731014638,-0.1352166759152138,0.010272606557456153,-0.15531488554302808
A/Connecticut/32/2017,-2.2203726651180355,4.232507614278363,0.33094412076971896,-0.23791737632726404,0.11555572137104543,-0.08145502115219787,-0.124351518609977,-0.02988316300449059,-0.0014646611399218989,0.4735916359115327
A/Iowa/19/2018,-2.1999389362776314,4.187451598687612,0.2988024135850447,-0.2718452599888421,0.11982094501926883,-0.07090040751754921,-0.1441284350492929,-0.04272691206436026,0.007185565213717491,0.11932091697793017
A/Louisiana/57/2017,-2.1990400627985816,4.186935765396064,0.29224092002973834,-0.27119801673523786,0.11012998514719591,-0.07801004910420381,-0.13465677169931267,-0.09688304673089253,-0.004017886286784673,0.12873208477125864
A/Sydney/515/2018,-2.2019104367705435,4.191209022938654,0.33318522255023447,-0.18228962476441,0.11283742542545354,-0.06058498635095462,-0.11670141030622071,-0.11151408336217278,-0.005340032364924963,0.14386341621747592
A/Brisbane/43/2018,-2.228806723990257,4.155994499400801,0.16931627447117847,-0.20885041355775916,-0.13603997301539333,-0.11976250399401811,-0.08923582142243915,-0.06993242561350864,0.007243054143851064,0.10492505010908963
A/Florida/62/2018,-2.229045267903296,4.154525373687392,0.17351879165067352,-0.2095524408912882,-0.13333744894805336,-0.11634339306173878,-0.10050471002880842,-0.016698079121864814,0.0015067848716107026,0.08794656701299991
A/Maine/24/2018,-2.250616137223856,4.316263365356183,0.33995095531576347,-0.2830545256459697,0.16281167263530488,-0.12577137544107556,-0.26104291130129276,-0.09137040207667005,-0.01389954901281746,-0.4143333693560563
A/California/64/2018,-2.256346324470209,4.328119483176317,0.3531967146020409,-0.26301628522564163,0.1836868064725964,-0.12939206040639845,-0.26762602585969486,-0.10303283293881646,-0.0096003171461505,-0.4538016713069079
A/Hawaii/57/2018,-2.261459129852362,4.35468986122267,0.5088459155163977,0.10578275234128577,0.18215208653471784,-0.07106572680498761,-0.19212084356530942,-0.19062045715445702,-0.057686802243758606,-0.44879695728018754
A/Montana/38/2018,-2.2565951797932073,4.330687146806586,0.35467897520015884,-0.2644891985598632,0.18468021143581465,-0.13023247179900044,-0.271467172823633,-0.10494032222145461,-0.014283452301184127,-0.4519365958027779
A/Sydney/1038/2018,-2.2567728791245973,4.326431389645835,0.32629518004693625,-0.33127938094568027,0.18256233503394398,-0.13164389360798975,-0.2743278306267244,-0.09265878049897729,-0.0069274337401109215,-0.45156851143394344
A/Washington/180/2018,-2.2575007167730803,4.328828460395111,0.3605520939412268,-0.23972899305507808,0.18237528862064847,-0.12884860601290735,-0.2701750073919542,-0.10564364021833982,-0.008334826143620582,-0.4378373709905913
A/Wisconsin/497/2018,-2.2570392236673644,4.3329295311855365,0.3913805928776806,-0.1732457726443781,0.18298274382801277,-0.11405054998690553,-0.2494376686780874,-0.11831198940963274,-0.016369952099020056,-0.434504966528644
A/Washington/186/2018,-2.2554921161264296,4.327862685494229,0.3836845034036582,-0.174396992734588,0.17432007997748938,-0.14124330026118,-0.23008049129757932,-0.3413663782939422,0.004070566079774116,-0.4012320500394763
A/SouthAustralia/5/2018,-2.437563044215224,4.314370815527208,0.41649793578830685,-0.1957497264304976,0.1825992208393218,-0.09792177067647144,-0.19248579509107747,0.00715600669547704,-0.029839531404719972,-0.3018818037776007
A/Brisbane/57/2018,-2.277343587620396,4.282529530433993,0.2040302698443564,-0.26907730447340095,-0.08337747870105501,-0.1626364767438939,-0.20867056437360046,-0.05527293141441491,-0.002287266826336932,-0.43049299638155675
A/Brisbane/12/2018,-2.08885226539612,4.340627532339044,0.28766954392260213,-0.2707209057909702,0.16299029848126306,-0.1975927271503883,-0.28330402027504437,-0.07537899799062757,-0.23249010398040973,-0.39540639194748894
A/Brisbane/40/2018,-2.2492472929245766,4.314218028536203,0.3381482331871905,-0.2821338469506551,0.1661591717835463,-0.12421869114178426,-0.2600359758184943,-0.09191143562545806,-0.0036512558193074356,-0.413504592422461
A/Florida/65/2018,-2.2023916830470847,4.183590394262303,0.24228986838915567,-0.4091103573114516,0.1302130478332222,-0.0939118549236259,-0.20886916543158918,-0.03854599127546701,-0.004263412699483444,-0.4021817150765356
A/Sydney/11/2018,-2.2518870284616774,4.315652678249561,0.3415790354707513,-0.3097490629089664,0.1732552852249877,-0.13120936520636384,-0.27226186872931074,-0.02565430595489508,0.004528778305143039,-0.3561188822093009
A/Brisbane/19/2018,-2.2511544610243566,4.3178158931724555,0.3776550735520888,-0.19467845876663328,0.17010360905061905,-0.11540642440101578,-0.24155997812040853,-0.16996289468391676,-0.01549287039943173,-0.411399849622413
A/Brisbane/25/2018,-2.252215350482899,4.317791788774626,0.339858435363046,-0.28659381061075123,0.1573591206249032,-0.11531334020270985,-0.24657796103983723,-0.20472180154977473,-0.0045946958161576165,-0.37884087836430147
A/Newcastle/20/2018,-2.2508709084587055,4.315936016123443,0.3438414110966827,-0.284158367371218,0.1658576162405494,-0.11769905316053655,-0.2587446874054117,-0.08431865542620633,-0.007460475978630993,-0.3872912846304098
A/Oregon/10/2018,-2.2497324509506957,4.3193343577800745,0.41936876150923175,-0.10134276995926618,0.1763698050434797,-0.11245103131146682,-0.25776750870048887,-0.011618625991481548,-0.027790670376570292,-0.44797098886288444
A/Perth/43/2018,-2.208302756563643,4.193329366536459,0.27167113537263665,-0.34326678770085334,0.12693646785799131,-0.07602888580164605,-0.18346469793821107,-0.04369694665910103,0.0030194037435499624,-0.32107319396153466
A/Connecticut/22/2018,-2.2553007593184105,4.325653117227433,0.39891911231389654,-0.15159634411389192,0.1679911007058561,-0.12063570486004277,-0.2512278947641906,-0.23666003288824325,-0.000934760630280648,-0.4594780406641229
A/Hawaii/42/2018,-2.224254755756877,4.250043639181317,0.3586141516197159,-0.23578541362944236,0.12399162258679455,0.009510349127574706,-0.11064362924315004,-0.13776882960239678,-0.01850771552657704,-0.17428108204527742
A/Victoria/2020/2018,-2.2527666636282064,4.325225879280652,0.4150758567231701,-0.12680169998822272,0.17079786846769293,-0.12061157673090384,-0.26575002309244544,-0.00029862960708498213,-0.021317813568166068,-0.4561010159956744
A/Missouri/23/2018,-2.254753500675932,4.3261868386592335,0.3289384782925718,-0.32984170328611107,0.1759059792586064,-0.1273530616526084,-0.2804644083087109,0.026034412250091666,-0.01236890833662308,-0.4630514035454873
A/Hawaii/43/2018,-2.252054893226689,4.322030244724021,0.34961665829967914,-0.2288793090279685,0.17822315817180473,-0.19120498752650647,-0.35292958915160505,-0.03485930642454237,-0.00837281956419875,-0.4453831413606374
A/Victoria/2088/2018,-2.255676858572903,4.317992476217465,0.3235101633225412,-0.30340789143225166,0.19795393475569678,-0.11416656868176386,-0.2750732999319388,-0.09876086052892251,-0.016444642800834634,-0.4393118546034999
A/Michigan/85/2018,-2.200843087884959,4.184810235455845,0.3028316331533056,-0.2776312797087085,0.12023106845585167,-0.09944235585199432,-0.12894133251971698,-0.10503087820702857,-0.006246534861935983,0.10824982428682273
A/Brisbane/32/2018,-1.8849775968964733,4.3899404159023545,0.1763838211796158,-0.4293485935862846,0.2134053628089963,-0.3291174143725244,-0.38506930574926335,0.17481736421845284,0.25020293319060044,-0.3576362441905764
A/Canberra/9/2018,-1.8831638331799152,4.3838267651473455,0.19787602484812478,-0.35936673493569166,0.2217108215539034,-0.32585750824588505,-0.385795584349639,0.16527084572930362,0.26498727941090106,-0.40779393718245194
A/Newcastle/67/2018,-2.252667143748037,4.319014867890244,0.3876595771220691,-0.1958675655219575,0.17485818597909414,-0.12491867788879936,-0.2669326835449557,-0.0566860267912306,-0.021746387545196505,-0.4870366174984765
A/Texas/299/2017,-2.198774385326266,4.160410034427744,0.39509530465692216,-0.15741969310618342,0.13273143985180957,-0.14774938877315752,0.020083646095311252,-0.11690806503620382,0.011512496085278113,0.11235509252943952
A/Newcastle/11/2018,-2.0747510125373303,4.636297672424495,0.3512359946321643,-0.4436259966451097,0.1824793263722408,0.08714976193720993,-0.05840178640886608,-0.12852004398993308,-0.010579211927557413,-0.46165372275230954
A/Perth/341/2017,-2.1226208338744765,4.237338318802278,0.2854902654670352,-0.27714665671651395,0.10789118583299932,-0.06463735009532544,-0.10661176661345406,0.0750970723507239,0.02298217973323738,0.3926150994082474
A/Arizona/30/2018,-2.202653210640193,4.191056306745394,0.2860206237724856,-0.2953735654995625,0.11186310642726713,-0.07620467448384989,-0.13926351738520354,-0.09520825432061895,0.015342984064189893,0.13831369522278883
A/Delaware/49/2017,-2.205545399827476,4.190268230013977,0.2951050090202298,-0.24559988944715674,0.0936144902171644,-0.08027449407905443,-0.1380005936315602,-0.1005469768044531,0.0008362906407633325,0.1437810958870477
A/Arizona/37/2018,-2.2449622883185945,4.038838359171259,0.27447538476208294,-0.2894434672927678,0.10081794288010773,-0.11351336411451,-0.26274580143215004,-0.15279682787023077,0.10378131733603817,0.12076267304050078
A/Brisbane/1000/2018,-2.233404941418865,4.000369126459979,0.291358341313283,-0.12234899989678004,0.07167403697881604,-0.13573859358957682,-0.13658317331464237,-0.04884873735682203,0.0036566840800635516,0.6205492470307542
A/Brisbane/58/2018,1.1963804538124019,2.886677084862265,18.10227815382303,36.19858477912804,0.27931229471176916,0.5696769883446854,0.7618521864452135,-1.1213018738954486,-0.31242064352172416,-0.2662087509397107
A/Brisbane/54/2018,-1.8640099723681571,4.0683768886265295,0.1510314377226629,-0.19714683603637276,0.11738065771665195,-0.33563009157747903,-0.24824568071214234,0.2006764632382954,0.25893511233788247,0.6519829583619866
A/SouthAustralia/4/2018,-2.2750785221457113,4.1173948317723115,0.31334641968075144,-0.17578049227980022,0.10054377526091965,-0.17148551531567557,-0.18382139327469746,-0.06680286763004105,-0.0019837332746829913,0.6201589884392192
A/Sydney/24/2018,-2.300387062330441,4.095931490074781,0.2386779290151351,-0.0774459099622862,-0.11110476729571797,-0.2159301397509736,-0.1588198724679484,-0.004359244084740898,-0.04238048381055804,0.612582617866588
A/Texas/68/2018,-2.3005520353244084,4.094314489876076,0.2356114023235867,-0.07734785515297544,-0.11307062327912358,-0.2205103794229251,-0.1492421622128021,-0.054454754657507244,-0.042855805905342916,0.6345383407206101
A/WestVirginia/14/2018,-2.0929482449218018,4.146465738122692,0.26252339610852327,-0.1875892761402081,0.1107218924550963,-0.18698581962530586,-0.2417458484458627,0.11295022758837392,0.06457541418737826,0.5887433818805278
A/Missouri/26/2018,-2.2069700455896717,4.136648576422765,0.29297951690653823,-0.1722574960257845,0.10258369746889946,-0.22541161770314788,-0.21636216487850043,-0.036050879477172594,-0.2624221111518134,0.6655076577507988
A/Indiana/28/2018,-2.2760276090071496,4.117146041395423,0.2902766362161149,-0.24297275300095494,0.10185632663570222,-0.17413365111506574,-0.19844931514123065,0.05785585985822475,-0.008319328754115679,0.6274095015700366
A/Virginia/53/2018,-2.277238580605378,4.123371304576898,0.29345854012921396,-0.24539450099139334,0.1044253324309882,-0.16129309230001568,-0.19289478015672873,0.056972515281666705,-0.017417636902560346,0.6528304865458515
A/Brisbane/1002/2018,-2.1847086381825775,3.0586230422103937,-0.02363425312199067,-0.17530644639151974,-0.21932173682961775,-0.02209689793136693,0.19960833370421893,0.1738915139629457,-0.010478233639735827,1.2777940037222273
A/Brisbane/112/2018,-2.108262351562181,3.0691847879363956,-0.06698934999296483,-0.15361729871304033,-0.21324439311698304,-0.09630968741607257,0.11024558281988885,0.2596097500951177,-0.20723682558984274,1.2182540089173846
A/Brisbane/73/2018,-2.1809292740726685,3.0579524497769417,-0.0433497192971296,-0.16095827334360124,-0.2122515654310916,-0.05101046831188568,0.1345830570807344,0.16894441708121705,0.011638090397108267,1.2004558619677916
A/Brisbane/89/2018,-2.1818316420667814,3.059674438085936,-0.04343827210747935,-0.1613606639827977,-0.21347853672085715,-0.05140860822566362,0.13573096534934476,0.17111873105980194,0.011819219087759668,1.2270610044373722
A/Nebraska/08/2018,-1.8998303170504915,3.6426091113119283,0.052039795300630076,-0.2821300058593572,-0.11632256265601276,0.21509108198198462,0.34735245634417744,0.13380340155361994,0.0336782618840261,0.8208278138159971
A/Ohio/22/2018,-1.9005056672032756,3.6429706496199072,0.05237205081954115,-0.2824455567420537,-0.11768139726237296,0.21100893775739418,0.3515122684134609,0.13564953901711596,0.03275235088640832,0.8283529909145427
A/NewJersey/33/2018,-1.9837169853499823,3.6264562400992824,0.13143549706989854,-0.11777182496472051,-0.10245329549415841,0.18378289498091063,0.29887011489050247,0.1275924418728673,0.09894481962974891,0.7812790418783124
A/Nicaragua/8899_11/2017,-1.9909823708280336,3.626626372842999,0.13757940049275236,-0.12130972285974634,-0.100559549204253,0.19085725979387244,0.3011857062603608,0.12461381095784818,0.005139863329955577,0.8019940348377803
A/Nicaragua/9379_04/2017,-1.1536522472990416,3.799298413920499,0.042744195748179455,-0.16730790625015418,-0.29922575136416674,1.1312178733590834,1.3923488365550396,-0.06841938284418775,-0.02018631511490592,0.7845985340036925
A/SouthCarolina/02/2018,-1.8953366376902698,3.6322353652437203,0.0729224314637459,-0.23095817824067263,-0.09147761484029795,0.18877514202024476,0.24483119679550044,0.21998333233132747,0.045221624482208456,0.7961932363467945
A/Brisbane/1101/2017,-1.8519475142926434,3.229573284559635,-0.0318806713672991,-0.03744782043455556,-0.34362943977227073,0.2966626264023716,0.5254167184691638,0.29981786737737853,0.0356444918958486,0.8824060582720566
A/Brisbane/45/2018,-1.8609912995480093,3.208122154439836,-0.16667038563482778,-0.09133545913922773,0.25312894703260824,0.446223307412083,0.5302366975656992,0.18575457875610424,0.0027229661649039944,0.9665601357741012
A/Townsville/4/2018,-2.26741466980786,4.135429229552813,0.7034371692462552,-0.4918988265729848,0.23568949259942445,0.01789195559247965,-0.2972665155429264,0.08462088470660023,-0.09424044473333046,-0.45320973274509735
A/SouthDakota/39/2017,-2.197069626409508,4.186610460889863,0.3783791023245269,-0.31940695182272016,-0.004459290505027822,-0.05028459211921763,0.059226864036060874,-0.08425511508943737,-0.021771430138882577,0.0945868381182486
A/Hawaii/45/2018,-2.255308351641227,4.313960892760116,0.3135816026168768,-0.3526711655429894,0.17794174422347395,-0.09905602537769272,-0.23619055515448736,-0.08711885358396522,-0.04967907782383485,-0.41714463136200997
A/Montana/24/2018,-2.205194423806202,4.1952102558548585,0.3171626984185203,-0.25473856661825767,0.12136406272753245,-0.06287347687206812,-0.14169765482976754,0.004585794888075359,-0.0029823471211539287,0.07882902714568342
A/NewJersey/38/2018,-2.2968149245204033,4.168500522793051,0.31260535133146633,-0.29561141614367925,0.17041319092525029,-0.16472198041240543,-0.3828751666214824,-0.06215418428432732,-0.0012989638361364003,-0.4081093324847912
A/SouthAustralia/2/2018,-1.8513534983349582,4.285939511763541,0.18270499798520184,-0.3373141923687785,0.17510551286109693,-0.2882995971906172,-0.27121375537762155,0.21541720301880282,0.2645104270505292,0.43720214690453507
A/Alaska/52/2018,-2.11375447919354,4.012827579742399,0.19301903621106492,-0.2516587365890339,0.23869119304330663,-0.41200007117011544,-0.45530924720891613,0.18423738059537786,0.0885034320322258,-0.8083684078711313
A/Brisbane/120/2018,-2.247570951704052,4.365830116083174,0.4092535874380415,-0.26069937369178814,0.27062175465151944,-0.13347555006167186,-0.3237028285678478,0.06969751963219799,-0.0642213329835499,-0.6691624505042155
A/Brisbane/142/2018,-2.2480310323596697,4.367033755560544,0.4096128602210587,-0.2610319805477471,0.27117530927297967,-0.13388260323517637,-0.3246766153629759,0.06961298665481509,-0.06446364784349415,-0.6721460580924679
A/SouthAustralia/82/2018,-2.2478033648946973,4.36644447608224,0.4094622688201331,-0.26086200383018826,0.2710111648981463,-0.13373448060080353,-0.3243886861651437,0.0699196274376579,-0.06446832610995827,-0.6728094147278721
A/Maryland/54/2018,-2.6166077841911988,4.295774647372755,0.5510971627452123,-0.1862241860147656,0.22603850918332552,0.06812919810633329,-0.20949383938198085,-0.18037590862754843,-0.31819143281775814,-0.6963323136038977
A/Italy/7836/2018,-2.254566204415781,4.379971690079986,0.39067893531176506,-0.3359814507075427,0.28200344743839917,-0.1594807969316848,-0.34697881279142423,0.08935633568650032,-0.06154523650165103,-0.79006941357451
A/Alberta/017/2018,-2.2511044627521657,4.316494538603833,0.343119094697124,-0.28420710042749736,0.1691688170023065,-0.13350277698579782,-0.25298832092957596,-0.09052828539812405,-0.006721817661234458,-0.39341573653854683
A/England/7400/2018,-2.2502068189468174,4.314220046399083,0.34175252480284984,-0.28357135748014467,0.16682927681598575,-0.12342173848202707,-0.26007448529701055,-0.09125818403108704,-0.00972923230201065,-0.4070595368917181
A/Japan/6791/2018,-2.2494566079611995,4.314039100471372,0.34118800569040214,-0.2830647016463725,0.16400188504364763,-0.12127682993040342,-0.2585113363964362,-0.08758687121495576,-0.011193912007759266,-0.3937264253177864
A/Japan/6956/2018,-2.2505043257847643,4.314300921776347,0.34312876531487985,-0.28438604880932566,0.1680203631138255,-0.12761870111093,-0.2563942027892993,-0.09097118910939309,-0.009325442895416862,-0.4060423690857774
A/Ontario/212/2018,-2.2510296713430593,4.314182441490614,0.31435870660036835,-0.3516824170161414,0.16637278217644502,-0.12784572593274354,-0.26661697274085233,-0.07966642295290738,-0.006020873530458501,-0.4114185444454888
A/Quebec/217/2018,-2.2505707821517382,4.3011021799067874,0.3565668332251501,-0.31283955056919016,0.16967260662931108,-0.08393470168225915,-0.33759876571888414,0.03357326908548353,-0.001976644352525425,-0.22071076344108614
A/Bahrain/RVT0140/2018,-2.251090626002286,4.318211121189567,0.3136287961791691,-0.3524292664964517,0.16970741637675216,-0.13186643887145827,-0.26143232831541996,-0.07732694416884428,-0.0025644674344813146,-0.39535226524385625
A/Bahrain/RVT0147/2018,-2.250169793947006,4.318498033466661,0.31418715944822484,-0.35277960431711547,0.1681501474043743,-0.12982823838693372,-0.26482776549441683,-0.07674720020129804,0.01855315081106837,-0.4045311517772112
A/England/6942/2018,-2.250168381415821,4.3165082296648105,0.3422046911234677,-0.2823428898703821,0.16810695447066157,-0.12436198085086804,-0.265737855003225,-0.03696371882751844,-0.01787761487962377,-0.42607511307482687
A/England/7013/2018,-2.2504010631972875,4.317115649083668,0.34237918378545973,-0.28251902172143195,0.16834885139681327,-0.12460323188698927,-0.26630089712290456,-0.03708151255265737,-0.017946371596227192,-0.4283972408224368
A/Japan/7163/2018,-2.2501320621738006,4.3198869823139034,0.3807615921019728,-0.19126452132250635,0.17299280282693005,-0.11925531624980902,-0.26404893381751665,0.0023603245772849443,-0.02652674317190087,-0.44147221694784633
A/Bahrain/RVT0142/2018,-2.2521723155228894,4.320281345799343,0.31384063205652246,-0.35304845926048,0.16844926868710727,-0.13212553453232473,-0.2668919126994251,-0.07651757389939734,-8.477689910228872e-05,-0.41354266220134545
A/BritishColumbia/071/2018,-1.995794200721737,4.083769734610383,0.8438437425596237,-0.45139301174565133,0.2527991929513897,-0.0018335072846074629,-0.3130392516538804,-0.07631781046089917,-0.022741403204943087,-0.40564116890735324
A/Kentucky/7231/2018,-2.2507909459500803,4.315010321056384,0.332842351592274,-0.3065140366735226,0.1668315674336941,-0.12491731146550601,-0.26253286903168993,-0.08827283085291969,-0.00855590026497624,-0.40716439459521864
A/Ontario/054/2018,-2.250613474116106,4.31740477865286,0.37823769193220597,-0.19306336594962042,0.16701763202958234,-0.12009296824353122,-0.2547026576769759,-0.10586094395052649,-0.014501862972254755,-0.42059749233651333
A/Ontario/217/2018,-2.257390609309563,4.306548869396579,0.2954375344147562,-0.2626158738752853,0.31238578384529325,-0.08919955357904695,-0.23666517781556345,-0.10699663005825817,-0.02055376715044913,-0.39247528226952905
