strain,mds1,mds2,mds3,mds4,mds5,mds6,mds7,mds8,mds9,mds10,label
A/Texas/180/2016,3.886011518952509,11.028508403456712,6.408715312971708,-7.169536321353685,-7.420116328877943,6.879343702000804,5.0497285769666584,-0.32964900281272175,7.622425121143821,5.042098013770178,-1
A/Texas/183/2016,4.7809391164683,10.551322280100756,5.845353006795747,-5.615225991038936,-5.855850602069002,8.604910727384022,5.696154040401476,-0.3153566905040193,8.08206432184694,5.836346152991523,-1
A/Texas/186/2016,4.617098800189356,11.343762258038067,6.468057079608339,-4.575908838015839,-4.799491755416979,9.689311273095136,5.8933049056270095,-0.9956991800094709,7.555093101644626,4.07981636163796,-1
A/Nevada/37/2016,4.140957902151396,9.110279193658256,8.096882592798583,-4.049300779466723,-4.512949273470739,7.883881027831294,6.402442911486999,-0.8839240179545174,5.98677581687843,6.829934467085759,-1
A/California/133/2015,3.8572539231156044,11.380028150326781,3.8180428324907427,-2.7146172801144974,-2.4482042387616003,8.31721425765089,2.1075441774922523,2.6715826927629673,0.5661011703281605,2.939966596893828,-1
A/California/63/2016,4.557489328465694,13.043702320653148,2.864834795605544,-2.7859397311460645,-3.683720434066605,8.105152679236108,0.9056866822146042,3.166887990771607,1.7083381524995067,3.3537945135634515,-1
A/Connecticut/36/2016,2.347779819087826,5.641114661318826,5.673143540628714,-1.8036766767961276,-2.0955836975820743,5.55518246248678,9.16030287024109,-1.6647355501095682,8.617825957257121,11.065105372862305,-1
A/Brisbane/184/2015,5.241834575352328,9.48388746529156,2.133395856703209,-2.8892325637898164,-2.0277400494440974,2.0306290708151016,0.7469329617260633,5.846433238523446,-1.8609175080981182,7.233783390543725,-1
A/Brisbane/188/2015,0.12635994612832904,7.896114874364354,1.8273616886673822,-0.4967385647491922,-0.034444469417441954,-0.9844768044176473,2.094653540649778,2.813496519058943,-0.8360110289379096,5.133143983740788,-1
A/Darwin/1000/2015,-0.14219130381461245,4.887433279065848,0.8998606754574532,-2.528449280004489,-0.8697051074346509,-3.5093152225790405,5.523217634643092,2.071699704419859,5.195812505251573,9.739105978770525,-1
A/SouthAustralia/163/2015,1.5461441649374488,6.5366182288126975,-0.5354719051260178,-1.7883146566668,1.473674624970876,2.475724619568596,3.9480892277491986,2.211041070058804,2.960183402205525,7.261434547007381,3
A/SouthAustralia/31/2016,-1.4316212583174788,3.040259402731092,-2.3606735838052817,-5.774478110035466,0.17906304923158492,-0.7602150702453142,5.4468818108101,0.9599253448781714,9.070298311796956,15.489961624071832,-1
A/Arizona/22/2015,0.5245377239330755,7.9131867530782545,4.997756939083827,-2.6336344544986328,-1.6561152370707055,-2.2193085526688443,-7.792251792918042,4.348634283370399,0.937868018096116,4.143667743642493,-1
A/Michigan/66/2015,-0.13374174959115348,5.8869546669722554,6.908670957149676,-0.5523131818209954,-1.4560884746499787,-5.0326725768675615,-6.7449666403052175,3.5041647328726,0.8901879821057609,8.813758666093994,-1
A/California/126/2015,3.9487182610670506,6.066055180226175,6.632705690283132,0.12696868505271464,0.913166554569496,0.9540116470367441,-6.778990234820941,5.608443287886464,-0.6640169490998901,8.24574035472277,-1
A/California/05/2016,0.1108736137299237,6.520813914837268,5.245225019162624,-5.547614794290116,-4.189646509857833,-0.714466181950805,-7.645130926847125,1.8251431089606167,4.610130350887208,7.327643906831367,-1
A/Florida/93/2015,0.1845789217287865,6.291623760867012,5.05414524103187,-4.602759521200007,-3.270118480252694,-0.9517851650981125,-6.913688156805024,2.582793388660107,2.9929123652817835,6.949018517612461,-1
A/Colorado/21/2015,0.1140822376846767,5.370367859388265,4.809517004500589,-4.680481874774382,-3.4990967806164264,-1.224811448531104,-6.10759303928791,2.3486548394930633,3.457703328279425,8.141529902232051,-1
A/NewYork/76/2015,-0.682206281573567,5.380384522178018,3.268333649404082,-3.4644458593242575,-1.8788923964822741,-1.0944216809865512,-4.714926371942443,2.466590006225544,2.853791076178581,5.911398074845005,-1
A/California/137/2015,-0.606194169035896,6.330389611804136,3.2442214877921463,-5.319537530561972,-4.2930017370440385,-3.164052315302393,-7.497608464728369,2.5883475042633943,4.8537589865533555,7.794836575671576,-1
A/Vermont/01/2016,0.3754432818941494,6.152091550649996,6.369900439700421,-2.8876784391814607,-2.0323979199101845,-1.4270089818707883,-6.613430974152906,3.7587375887271315,1.2278725922442508,6.669861829218737,-1
A/Victoria/455/2015,-1.47429802310873,4.92300066852228,4.582700178843799,-6.079493878529048,-4.678150791638324,-2.475701568130715,-7.082840202957036,0.8256965315875111,7.039629997638578,9.378571725049085,-1
A/California/94/2015,-0.09835387970845046,5.866012586487049,6.194698889578693,-5.574735229003149,-5.628801703998605,-3.258392246491161,-8.055211026674854,1.2949555672058422,5.545319992430396,10.552908679075037,-1
A/California/138/2015,-0.17183780993252026,4.633239897484176,4.918086237471813,-2.7282918715530213,-1.0425790059150253,-2.5872154448656763,-6.207478873231743,4.412605382595583,0.5260201287510239,9.413606029159663,-1
A/Sydney/9/2016,0.8942997404696367,3.1747983893315843,2.188847353740421,0.2672664857945706,1.707573732888257,-1.5267191406595888,-4.803042424299824,1.7662249621690582,6.407506880482185,13.082033428343228,-1
A/Brisbane/122/2016,-3.4997177307694973,-1.6654022440721055,8.297882075183043,4.889157772754055,-0.5292966637141506,-2.7103158209532503,1.2011974003748673,-2.1286918851394,5.308281536672879,6.35020885827959,-1
A/SouthAustralia/34/2016,-6.305480912290533,-1.8181364429353526,5.043447712513697,2.379946972158922,1.6759338849914303,-5.383990494401352,1.3447341822355303,-3.143364481491275,7.612352456184084,6.271165713612173,-1
A/Brisbane/183/2015,-1.0328890868190947,1.183212281127819,1.654111077698404,-0.07058920018802917,0.7531790054902223,0.05724441276615598,-0.3172137017584916,1.3688984502292179,1.8019539557234376,0.8101158565445643,3
A/Brisbane/30/2016,-2.300767199595372,0.1742483780276421,3.908400650451951,1.4217601819960577,0.5538108359898404,-1.8235924125507526,0.08101726232974849,0.4649689113781825,3.846970974132021,1.9071825181757296,-1
A/California/36/2016,-3.190994422019898,-0.25787508492273914,5.776930895279487,1.6291518117722519,0.08592836954580049,-2.821916939283745,-0.619267966784168,0.30129900944938715,3.3208727107241303,2.993573395989737,-1
A/Kenya/023/2016,-2.5670824652399413,-1.3263037623941072,8.247216923103261,3.0998545593084956,-0.16740961903119309,-2.187022868971624,0.2402045913258902,-2.1650080990849117,5.189111947554217,5.412716230904798,-1
A/Virginia/37/2016,-2.7498380450747786,-1.061889544260876,8.272036376818997,3.2876736077563407,0.820921847281209,-4.65439578869073,-1.1227737748773041,0.47522948663245207,2.792589895737601,4.784338584617251,-1
A/Indiana/28/2016,-4.120381058539039,-1.2086854460454728,4.721964119388843,3.3726522127636285,4.895747179024377,-0.688024260117822,1.4436757146257817,-1.8468876299370351,5.824499384517522,4.009372300361474,-1
A/Brisbane/195/2015,-2.4777665212646407,-0.10022836602372388,0.41292556331709607,-0.0674447269522188,-0.3572006015702684,-3.6459622896835944,-0.88263077892621,1.4295913921160723,6.588610839401726,2.9911749583158094,-1
A/SouthAustralia/146/2015,-4.6914363612938805,1.8985636041752183,2.170234904211603,-2.016983877089571,-3.325893619972278,-2.2084000168195876,-2.420669562443617,-2.363191049433541,8.183381278867138,0.903027282397546,-1
A/SouthAustralia/29/2016,-1.236367932313618,1.5082641294896364,-0.5776882189858771,-2.164326160740492,-2.0900737574601864,2.1800672395914167,-1.437077317561285,-0.4558856478560499,11.426865106932393,-0.5639025494464521,-1
A/California/108/2015,1.8658918508201217,4.063969872607464,6.225098129515916,-1.2371524652480346,0.41158938481243834,1.2516894880948197,-3.255729521368185,2.823108485975118,2.244333011832495,8.507936079673843,-1
A/California/100/2015,3.195785970181379,4.314496438481578,0.49450193285030053,-5.004457348529861,-2.1492665736108725,-0.882264947184851,-1.817755507799831,6.2898481450387065,1.2587521831564648,4.3991592843823595,-1
A/California/127/2015,0.3351207344532278,6.360962830624126,-3.0747697496385533,-5.644403483524568,-1.5726496659863127,2.926322132099627,-4.86218583788274,-0.5739832610661917,13.0289609317238,4.246036802727895,-1
A/Colorado/04/2016,3.9260173659513384,6.807929950793767,-5.154553370662555,-6.083767533064359,0.7342409478823575,1.5862981182198819,-9.305716134396482,5.473992724989982,8.650446214843758,5.936842589061219,-1
A/California/24/2016,-0.41733837976917765,7.834818553537282,1.7599406363270589,-7.047397311298957,-4.690546338640124,1.5440810158423057,-6.106785881769784,-0.13621640817340497,8.600073590782111,2.4530028254503025,-1
A/SouthAustralia/162/2015,-4.034399492280721,-1.3987083815543797,5.767904443281352,-0.6254156666479368,-2.3398295539873133,-5.817918881787507,-1.9789179457692239,-0.13775241222992107,5.6318638543144335,5.1295707203930885,-1
A/Connecticut/06/2016,6.699875653103586,7.088396581293652,9.816166015558839,0.5751792454291454,6.160737092767672,1.126637406028236,-11.266104391252036,5.2383786924700395,-0.31095129154393125,12.641770344923449,-1
A/Brisbane/1008/2016,6.367843437187074,7.449190970689812,-5.0324616902676595,-0.5547555308126205,3.098779409784528,6.892017377110363,5.306550168089019,4.444262505938867,8.615552166253236,6.607517421981903,-1
A/Brisbane/68/2016,3.2450446967532214,7.211747571631932,0.31138631670297023,4.278816732905672,2.233067697934381,4.556587600671584,8.455383742068609,0.3126472059584429,7.459861783925597,7.749666011631924,-1
A/SouthAustralia/138/2016,8.180039794471801,14.524854156570418,6.752792294133224,6.0013540929285645,-0.09102940837298024,3.4354030305233807,1.4108294532160524,5.393719439894547,-2.63617054646889,6.03049537683634,-1
A/SouthAustralia/27/2016,10.663074729914424,10.266644826792215,4.19153908017467,0.7407547683810981,2.7211473397847787,7.914586743077119,1.0760466173651162,6.959594926492501,-1.2988715661670398,6.26347221451193,-1
A/Kenya/014/2016,5.452620130275608,6.183667912331506,-2.944210406853366,-2.180616733474855,-1.5308773848287351,-1.0303633621166675,4.445953162754882,5.99464348608327,5.398554002473826,11.173183151903856,-1
A/Townsville/37/2015,8.623478896795303,8.007912436786663,1.1595121698238924,4.391617780035313,5.137551022370441,3.9509597803579117,3.9092010650573132,6.016552532911477,0.7826631949127806,9.710877832593262,-1
A/Hawaii/14/2016,8.077717213452441,9.084013081097007,0.6273301931784537,-3.0687075295965918,0.510832629574657,3.0128588400834184,-0.6839904936525046,10.515082743243534,-1.2224994093192592,7.992316474336905,-1
A/Alabama/15/2016,-0.8561923444913325,-2.943402957268912,-6.517068537122845,3.5665631538240095,-0.7242642446699183,3.197852696916368,-4.618102144420427,-6.168872702314843,0.2596678986800431,-3.128044494667247,5
A/Sydney/25/2017,-3.182225953911092,-3.2912859988449132,-4.949072524269413,5.1229650669899565,-2.9704130532000423,1.9540383118573084,-3.98023745714665,-8.555043324026027,1.307150678587907,-2.7110652893236677,-1
A/Arizona/35/2017,-2.4127900723410107,-3.991647550623455,-7.792376796765212,-0.183637425189341,-4.6484302780892515,3.5705642501544865,-8.722264742995518,-10.609493992494317,3.6248639269736995,-5.461629400940855,-1
A/Townsville/3/2017,-2.7437745328604337,-4.1610986626074435,-7.63264371847093,1.567201212466578,-3.2954143418229367,2.876608310856107,-6.3789085727258925,-10.933907881570754,3.567761536111901,-4.59528458367674,-1
A/WestVirginia/20/2017,1.7122905227837621,-2.0678834096451135,-9.901113053516301,5.52453191851142,1.8911304859033318,2.7016362483989,-12.834933815176445,-4.759000504516579,-4.47958193264793,-6.45351720403907,-1
A/Sydney/37/2017,1.3727112678720927,-2.944857562919656,-13.513734073283976,5.011880083284285,2.6844640291311572,2.95697898144544,-10.706537684288032,-6.3825780278731505,1.3083872686651865,-4.961249985314425,-1
A/Tasmania/41/2017,-1.5283079776225708,-2.9722310165838657,-10.260695120521907,1.5122204012575944,-4.295353911399166,1.6869654664668583,-8.68440813528976,-9.824588359308553,4.112146854394721,-4.3420444287393325,-1
A/Alaska/24/2016,0.3948226719992274,-2.177883689672697,-3.099627744629719,1.9815570804924534,-1.924887137759537,0.9802499871707547,-3.315732094600903,-4.588206149886823,-2.212208929785053,-1.4059776599289275,5
A/California/186/2016,0.24775554930340882,-2.268118371291591,-3.0903485513906186,2.0453653123126707,-1.8291288945021915,0.936769252719241,-3.2187693052177746,-4.6125551952406925,-2.242243697370299,-1.4428406722027072,5
A/Maryland/15/2016,0.4173667464347864,-2.138723657349422,-3.140162685988711,2.0144545681870967,-1.898286752584273,1.1689766035751852,-3.2576936642154997,-4.528202702367965,-2.1851587853456795,-1.491496353861992,5
A/Nevada/51/2016,0.3138749238696949,-2.2047461182098704,-2.967273218656888,2.0018282330428083,-1.874112711487991,1.0053965805900842,-3.291336801786188,-4.537520841694968,-2.391373593492116,-1.5161203532231753,5
A/Sydney/11/2017,0.7613590931923949,-2.897650527171488,-3.3185227688492973,1.5637982627407343,-2.4185349270606897,0.8247455161894954,-2.5148064248608253,-4.395749173717739,-2.9288259815324915,-1.1486768739089865,5
A/Sydney/129/2016,0.588907274066279,-1.8940673400037062,-3.0132603761850563,1.2643201637164982,-2.0239259050259966,0.6789741783699145,-1.6830361118632138,-4.096109610215969,-2.91655954965921,-0.8817036189162627,5
A/Kenya/015/2016,1.7463688177681047,-2.683156685650535,-2.005756304732238,1.4605217625646694,-1.5562497954648076,0.5201173372242102,-3.0357889938172242,-4.582581065687044,-1.892415610688657,-0.682561489178393,5
A/Pennsylvania/50/2015,1.454483230400878,-2.5576307453048486,-1.9285100974531144,1.3597916143243447,-1.5835624238414285,0.5231192478481772,-2.7209133928313194,-4.019950514336388,-1.8347113066360587,-0.5745673213685181,5
A/Illinois/27/2015,0.7817044222194807,-2.6841216265822414,-1.829767879994401,1.934447049422511,-0.943800372739663,1.5559197481785654,-2.7623735935855622,-5.435229926058285,-2.0884001511662813,-0.5622648250665163,5
A/NewYork/43/2016,0.22144295867134983,-1.899807978027752,-3.838245569731175,2.5093919242743565,-1.6531544794144553,1.8414132492109094,-3.822630402820081,-4.963505999107252,-2.115226829821616,-2.5165530343164426,5
A/Louisiana/29/2016,-0.06253442749540979,-1.7250471774899032,-4.020733462060783,3.0216818001198447,-2.1551513059523466,0.7585659522554401,-3.7582583193173678,-5.162611599990561,-1.8465744904501276,-1.8767918361779679,5
A/SouthAustralia/51/2016,2.0001430722916953,-1.878495905451801,-2.0844936414954027,2.5821682779307635,-2.4578122760825076,0.13005977549334663,-0.2923902137391068,-7.732265392324815,-1.7259673036047543,-0.351199522736885,5
A/California/96/2016,2.6256340807372998,-3.49709187180352,-0.9479717503387215,3.2531170873728508,0.21638027424590114,1.0017779450403337,-5.469044662901361,-7.956283085179368,-1.8745169374359159,-0.8803673781791466,5
A/Sydney/80/2016,3.0894099751820527,-3.1156056262784966,-3.917508231808427,2.3358233337273093,-0.9453685885336085,1.3810713707121047,-3.481822718624572,-6.35501226721789,0.14618837378506194,-0.3532825796248952,5
A/Iowa/22/2016,1.695103416378044,-3.9410752282585166,0.4709564138849844,4.356006611628731,-0.1806072799006365,1.05582103085268,-5.299689119625144,-9.671812599618761,-1.7736260499562317,-0.6815038801326989,5
A/Brisbane/231/2016,1.0249160469843999,-4.3331247901618015,-0.035164777153274235,1.7491173782861373,-4.333677502951439,3.8457740296792573,-3.310959715362384,-9.722683263234929,1.5231046020220729,-0.5200281821088569,-1
A/Newcastle/1000/2016,1.1013354501665156,-3.960684560841369,-0.3308909059273224,1.842782171816397,-3.7337656573281377,2.7039503384283834,-3.0240668665024244,-8.679078963106809,0.6539769878523717,-0.2569794762216291,5
A/Newcastle/30/2016,1.3981699084909462,-3.1638951483998814,-0.7916068040071388,1.7005569295509864,-3.984439927339141,1.4261206541390252,-3.371185084710579,-8.963556759158072,0.820809144903709,0.039734250366978,5
A/Newcastle/64/2016,2.4814106095314545,-3.5133072633752893,-2.412231219818948,1.8201843288915482,-4.241946923997541,3.819006026304838,-3.6460765283444214,-9.21094562112677,2.763983602759285,-0.47326770810059715,-1
A/Newcastle/78/2016,2.15218184252888,-4.068675230206396,0.39910921142057476,1.6074707257394563,-4.00769845591513,5.133038382781899,-3.642230471863295,-9.114282265727661,0.6768411074373633,-0.8455679357433327,-1
A/Nicaragua/0645_06/2016,-0.14638054021848426,-0.0029944408910160827,-4.204705548453385,4.108804907993321,-4.359296790151094,1.5010023626695705,-6.535741936797777,-4.770041225485442,-2.7784818663799227,-3.909793667496872,5
A/Nicaragua/6487_12/2016,-0.11147180994134429,-0.5583280260236361,-3.778419593449453,3.4192611737836667,-3.7498708679711465,1.3861700511724626,-5.380262673747793,-4.894988308129918,-2.4871914926227725,-3.282654123094217,5
A/Nicaragua/6893_05/2016,-0.06857148551060935,-0.030092094239141817,-3.9464926610422473,3.7122211006335304,-4.315269768954556,2.2256238169657934,-6.450167608006896,-4.905774738490001,-2.699345907721062,-4.284149952930133,5
A/Nicaragua/8605_19/2016,0.20078959195545515,0.08920482609740871,-4.040667269723373,4.141597816867452,-4.083084195147372,2.0425684775399247,-6.479977930720666,-4.6885516718565325,-3.0248524821043423,-4.12987579000809,5
A/Nicaragua/8771_02/2016,-0.5900916688640685,-0.21910424606961798,-3.626971848333182,3.5046195129862707,-4.3659277423031995,0.8018347327290598,-6.869111879210937,-5.515362011530018,-2.6078096058436735,-3.8751085202085953,5
A/Nicaragua/5307_03/2016,0.011390560688346736,0.03977214686356725,-4.275834411220581,3.860015738509811,-4.41357453723452,2.0579204076442346,-6.3538323876483105,-5.0251952376119915,-2.3387067749471746,-4.135459029308977,5
A/Nicaragua/7718_04/2016,-0.21571573782865414,0.5430670098263544,-4.686749010647743,4.5969788534061005,-5.532117369285735,2.1214428206668248,-6.98411228376652,-5.635480972769353,-1.698982573373113,-4.584403293193935,5
A/Nicaragua/9083_05/2016,-1.3045292168734675,0.06658582154071639,-4.340592816680892,4.625279460070212,-5.679409013756622,1.5533084071550654,-6.657025590050313,-6.254553078620473,-1.3059832739543735,-4.548267346018076,5
A/Nicaragua/9290_01/2016,-1.299899667735982,0.09767774174127829,-3.9860404783080297,3.960396467274368,-6.4136654694762125,1.2940689188484717,-7.240299679052245,-5.968889215956353,-1.4381801025302752,-3.9224730590587296,5
A/Nicaragua/IIIn_16_0266_01NT/2016,-0.815479245648136,0.14964628362708354,-4.222399210739824,3.817839694232851,-5.853484044932361,2.319884345557948,-7.111095157329217,-5.8541969941217165,-1.4874968036435925,-4.766142939336558,5
A/Nicaragua/6842_18/2016,-0.5600665356363528,0.8327169011884791,-4.004886843012632,4.459859236140821,-6.017492122400953,0.9930377355355607,-9.192094345140182,-5.811739665340539,-2.7054512510800426,-4.942716980861682,5
A/Nicaragua/5275_01_TR2/2016,-0.5004795719202477,0.07790513650006292,-3.104324495339477,3.406207178128664,-6.044835521793456,2.5632646756092434,-8.04712046991685,-4.814474778004822,-3.0403121103753494,-4.20297376184332,5
A/Nicaragua/5660_06/2016,-1.217854443521624,0.226838558971211,-3.4370243930001365,4.780436105942278,-5.947408794897055,0.9180997959078246,-7.470693335759671,-5.410429164442456,-2.8369627288535293,-4.080958372293713,5
A/Nicaragua/7056_03/2016,-0.2763954752028189,0.26209434979270296,-5.635035106893391,5.217051518276351,-4.187641563210188,0.7032814246047564,-7.844426497313453,-4.479124543414846,-2.6962776863095965,-4.0609780100396105,5
A/Nicaragua/9073_02/2016,0.5513122576044075,0.5522278794907335,-4.951980422536981,4.443500042712878,-4.298548168682014,2.7518123059259003,-7.613587320743302,-4.597526816610736,-2.7937573038861476,-4.959484188012078,5
A/Nicaragua/8031_10/2016,-1.1117811792058896,0.38096707570633936,-3.8085030172901964,5.667344509984335,-5.6528396880868055,0.7696107628026397,-6.693561973864298,-5.96525036282618,-2.34555835603771,-3.9661986963177407,5
A/Nicaragua/8100_07/2016,-0.15198814357913445,0.08055206708484489,-3.788999696498732,4.294696660940766,-4.439479645278635,1.8380973381638335,-6.272185873514164,-5.0063274535870335,-2.8417405090353167,-4.01286113692774,5
A/Nicaragua/6678_06/2016,-0.2111159318185772,-0.026234320682216074,-4.4905840238765515,4.209606073793741,-4.080891952275623,1.2609124488524082,-6.5992296201077805,-4.724821906134349,-2.684252627056922,-3.869721339512456,5
A/Nicaragua/5978_06/2016,-0.6953386318470425,0.8691806843778315,-3.6200928632026224,6.054502823419435,-6.500840974428201,2.024714236906502,-7.516625451547894,-6.646197111810876,-2.0235245655978704,-4.7449585402482235,5
A/Utah/39/2016,-1.760620663355694,-2.787494383771336,-4.482632455900583,4.12920317054767,-2.197869286844336,0.131004797999111,-3.504905682760672,-6.516888669468225,-0.583587838889676,-1.439478859179279,5
A/Wisconsin/86/2016,4.597914088862679,-2.2646854322840206,0.7263310597118267,5.30547317415391,-0.4075430279406341,3.029049105013113,-7.137427704950786,-8.800992529257984,-3.241165953500955,-1.0556356813986072,5
A/Tasmania/213/2016,6.2796727417024565,-3.465147181704383,-0.5573184538181335,5.09508173870292,1.275850490412261,4.058800022441133,-6.685588125247126,-8.036117425798652,-0.8411351509603145,-3.6532426969716147,-1
A/Sydney/1092/2016,2.6079183942438022,-4.06875325773815,0.7261151449317611,6.249224766300551,0.09813681740757486,0.42440592271680594,-6.087286140043042,-9.714711617149982,-2.638508770568773,0.8973001627905994,-1
A/Mississippi/12/2017,-0.978483479561398,-2.7110189729992897,-1.375005628399669,6.360454753852695,0.4466599651342356,3.241149850956089,-7.072746444414998,-8.81521710695827,-3.628130678338496,-4.0111688616909555,-1
A/Arizona/38/2017,5.506068736340075,-3.5248145732735834,3.754962614619674,7.349976513049448,-0.09303892078328183,5.540171501989927,-9.334018209587775,-11.550039703224375,-4.304915287367802,-1.000879968040172,-1
A/Sydney/48/2017,6.030187588669765,-2.5706707865501532,3.3953596993013604,8.1605467343184,-0.48424419210237374,5.980587226664603,-10.686112288338922,-11.969753146509165,-4.133415084523747,-1.8790626951627898,-1
A/Victoria/2045/2016,3.131959573698725,-0.33913851033154435,-9.861411536491923,8.298435246042986,-2.9720434789509653,5.6061973107855705,-7.382272022766042,-5.728059516610802,1.0010199655705705,-2.8162038880105786,-1
A/Victoria/513/2016,0.8924071467299437,-1.2312252654686457,-4.850321903018449,7.638061994495599,-2.7664444432970714,4.72227479380938,-3.4137497064794156,-6.944828496426582,-0.7981866271842029,-2.820852216984042,-1
A/Alaska/26/2016,0.9328468685550867,-2.0754319194076905,-1.2848310477256188,1.9571801813569405,-1.6258693577633043,0.6523052965182374,-2.8571384942854348,-2.185627832071919,-0.49105843918676767,0.5212224097590643,5
A/Newcastle/134/2016,0.03733357985202632,-2.64718959412657,-1.383589544107183,2.6846304635712195,-1.6030273924846816,1.0012157704791151,-2.986676692089782,-2.1483411478313656,-0.3022004595221708,1.4967768150266456,5
A/Alaska/264/2015,1.003579843041479,-2.293821366646958,-0.9929344247295863,1.5635291715430433,-1.3597043591955946,0.8324201262790495,-2.880438730587929,-2.234918501134927,-0.7501776051441658,0.21984475462775624,5
A/Sydney/1018/2016,1.0831021930809475,-2.148877944950228,-1.066115072302267,1.5949710855523416,-1.127119520340906,0.6350190694932031,-2.9118601211089197,-2.239925363175739,-0.8670192371633332,0.38474183403946516,5
A/Sydney/9/2017,0.9179272598593323,-2.0992845343453523,-1.048356597986618,1.4160032657942203,-1.3270163962205193,0.6307672195490205,-2.5708679080351162,-2.150585735328264,-0.7519658162544218,0.06903691990566428,5
A/Canberra/1001/2016,1.5427402686602367,-2.055239398807402,-1.3650377105773523,2.315930444951279,-1.0076880768933096,0.44905557879603425,-4.157374563694063,-1.6707427851134806,-1.4115193902143799,0.875357687907535,5
A/Sydney/101/2016,-0.4958147740702225,-2.994005160395348,-0.7614227607878936,1.5674218106801567,-0.495158631627644,1.5370402847318465,-3.1481400419018684,-1.9604553080299563,-1.3254847063226631,0.9889703259031313,5
A/California/126/2016,0.6873908151777272,-1.7908424037258706,-1.0600893845513395,1.0969949676372344,-0.7411209378945854,0.7365847196908594,-2.557031378692943,-2.413597492199964,-0.9421045713188725,0.3950801398636129,5
A/Montana/39/2015,0.6270104490806686,-3.0197425748209152,-1.2601303082002633,2.27334851904627,-1.2839807340144627,-0.04791417820554058,-3.8018969244870666,-2.063822676359104,-0.7266500354325919,1.4848750198010574,5
A/California/121/2016,-1.7329371493350567,-2.030242676402751,-2.376758716341994,3.145095848779642,-2.1260187398308985,1.2420872193129,-4.1734108145173705,-1.463171829146169,-1.334638661384694,-0.3059011786151265,5
A/Illinois/53/2016,-0.6697610897055203,-1.855942515162797,-2.049324675056155,2.2037094173538403,-1.796768877180962,1.2081838558907787,-3.224188217879132,-1.8989566908801179,-1.1837493986462064,-0.3786427950787829,5
A/Michigan/81/2016,-0.5673121081937623,-1.6997393868254091,-2.2043940744509456,2.2908528890542823,-2.008727575885128,1.1643778641321838,-3.1307062713151637,-1.942524448216602,-0.9798538735488752,-0.33954195049828084,5
A/SouthAustralia/160/2016,-0.6334051309256452,-1.8620822270156476,-2.075704296578988,2.126500637376108,-1.8620229760239206,1.231270618928142,-3.223093773490187,-1.924123431537797,-1.1120104009284435,-0.46538560128710327,5
A/Sydney/1014/2016,-0.6034314922089284,-1.89550320914871,-2.128481890872827,2.0671056117812387,-1.8722710766823387,1.3058348140530551,-3.1480570342006735,-1.9330378367995356,-1.070647495998627,-0.46089059672125954,5
