strain,mds1,mds2,mds3,mds4,mds5,mds6,mds7,mds8,mds9,mds10,mds_label
A/Brisbane/67/2018,-6.368341996317602,-7.262439976972068,-2.3979794893736504,11.51992058588287,4.680233557495232,-5.232917046951954,1.4125904229133053,-0.6354539061778391,-6.382238940313941,-13.119642595439936,2
A/Brisbane/13/2018,5.771789048492222,15.488958887515054,1.7379483355672845,8.95884837790262,-1.1646523519156,2.7665728060583286,-1.1271163282830596,10.742662658702255,-10.614446361530696,-2.2744652461558497,2
A/Washington/194/2018,3.078272283968395,-2.0264936543153476,-16.141376746123523,23.183221009510394,-14.006165200802377,-0.7094305965274926,13.462099859033165,1.636603987724492,-13.011058339472175,-13.52333506677118,2
A/Brisbane/104/2018,7.190050770937054,-2.0883844394943654,-8.119349590573655,14.727200490477406,7.752489871493991,-7.3766441171387305,0.4492012730040872,-0.9797967320917687,-15.136078396257425,-2.3829761088470445,2
A/SouthAustralia/161/2018,11.423528795280674,-1.6164341698919034,-8.945844107115994,17.69566373526375,7.692301012501082,-8.170271775526603,1.4546267126685735,-0.4493965284799705,-16.76890537477678,-2.7300005199814508,2
A/Hawaii/64/2018,5.717701363515862,-5.0482845382586765,-5.042454889903467,12.860567142622337,7.531382882725721,-7.249744182662979,-0.29377082314305847,4.621195472157653,-13.490512869738566,-3.9612691794453947,2
A/Hawaii/46/2018,6.3547950656555106,-2.5522898988193954,-4.99038626007261,10.580732212200852,9.268139554051258,-7.06679769236712,2.3332500281038793,-0.760387932566784,-12.818684309481037,-4.325529061360794,2
A/SouthAustralia/186/2018,8.4928296770704,-3.5859598704573785,-5.772740304872881,14.794371226693993,7.529976378887021,-8.7937174804143,0.7047138491566904,-0.489904988797164,-13.862584948544441,-4.649237183914618,2
A/NewHampshire/25/2018,5.953430970991011,-2.608797885350967,-5.631579067670856,11.974312700509996,7.950312987034198,-7.536030250726519,1.2869517874264398,0.01841280114366391,-12.88016171441422,-3.527919409355475,2
A/Sydney/100/2018,8.606938193315601,-2.2307757394827488,-7.597959284272276,9.323796474457911,11.5128349619037,-7.915201245865461,2.370031920968808,-1.1979058477040798,-15.883482745964317,-6.860545459881872,2
A/Victoria/2041/2018,10.317824354295883,-5.164980062983195,-5.301920657971339,11.720271659597739,14.417508735575932,-8.663723492046588,1.4807431567311993,-4.322358557566687,-18.16762461179839,-7.026845699362686,2
A/Hawaii/47/2018,8.555343374446744,-4.394254602490939,-7.002976944504557,13.090643576878206,9.970704168423524,-10.138648329628879,-1.804376216889552,0.4756390967226565,-14.710366971117832,-5.773130338591065,2
A/Hawaii/50/2018,6.783052568243781,0.22191848058825223,-6.774017039237729,14.937569017633034,10.615275191626289,-8.141244206086752,-2.11223592329831,6.3069706626987445,-14.384604422603708,-3.4298341340082286,2
A/Michigan/395/2018,12.224093571702895,-4.769263141794099,-4.888304246520483,12.676893398647204,10.55297959451189,-8.801887613273745,3.7553185977257573,-2.595913764667881,-16.83048063026409,-6.660325007439759,2
A/Hawaii/44/2018,5.163660228926223,-4.76317944321606,-5.258913172840667,14.657671287076413,8.52938327191734,-9.311879710900975,-1.7591806912352388,-1.3415518049348685,-14.406663807658898,-4.769831540282654,2
A/Hawaii/51/2018,8.766462707141361,-1.078346420614969,-7.882959511948041,15.984647344847607,10.41431172743947,-9.983285042688198,0.7276005667222767,6.166482042269292,-15.080116731938158,-0.27483283761837946,2
A/Moscow/119/2019,-7.827155665542828,2.005881400457312,-18.27862368998441,3.7418110630461046,6.435666142095864,-2.588442197203503,3.0620321536118995,4.167106213597897,-12.643053846791913,-16.192475285611007,2
A/Grozny/88/2019,-6.8478660703322625,1.2788697485416671,-9.592215010774138,10.364787945533807,9.182348113095724,4.741114873698642,9.688787021448759,-8.387199308750647,-9.279488488487923,-14.293149983728044,2
A/SouthKorea/7188/2018,6.046043594877768,3.11254484928812,-11.589365640234142,13.14062955635,4.4797976289052395,-0.8907369563162018,8.196039279236528,-4.96667084188766,-15.401528321894693,1.05518918370362,2
A/Busan/1343/2018,-2.64293897606002,2.7742270968203258,2.4201551815122904,9.292439719378288,6.831331825853526,-6.50730996514413,3.403502843051587,3.286556722824853,-21.719071944929507,1.7691469765684547,2
A/SouthKorea/6968/2018,-3.1302811504249264,2.9803828317200067,2.318179573883053,10.688361840360598,6.400768045007663,-5.814383517437604,1.7377572156905443,2.8709296879891064,-22.46264233242893,1.1224157482963335,2
A/SouthKorea/7182/2018,-2.740795264496596,3.028347523841761,2.3735256907698954,10.456828342401735,6.6598838430091565,-5.219887239000739,2.372000562224128,1.8313168411218905,-22.73507103676733,0.9695350317428251,2
A/Guam/7502/2018,5.379648847305602,-5.01006773213238,-5.62583372571582,12.621824422141557,7.431520118762842,-6.9950581327823995,-0.24648050728263324,4.406066811573953,-14.003045342243592,-3.4297156587014714,2
A/Incheon/1320/2018,-0.0036281935910385628,-2.5778450473419476,-9.34837434137622,12.16608020043873,2.1046098689093777,-4.043998959927119,1.2451445605410447,1.3868819849308116,-12.223127033243886,-2.2968152460649285,2
A/Bahrain/NHRC-OID_ESX0121A/2018,0.7810407813306842,1.3354871203143037,-12.267483003511165,6.470494122242199,3.1295863716216967,-1.6845825239345003,8.128693749188571,2.1649431875148735,-6.9867621740440145,-16.88820659880848,2
A/Germany/9360/2019,1.3039573281922945,1.8691704309424182,-10.579017121295845,6.617046918346966,1.8220868577104952,-1.4478561756385864,11.696216401969233,4.121615419116206,-7.892855471117972,-16.789602550178838,2
A/Germany/8914/2019,3.0178380306740116,1.8149645283178995,-11.952721347120507,7.445770505199666,4.173369494658781,1.0857071343652034,10.615528099546047,0.014516420846014427,-7.288237404510683,-19.127116130583143,2
A/Homosapien/China/LS205/2018,1.536609402820616,0.8549305492680209,-9.066582335285638,12.463613174400871,12.295256760762586,3.8696871713501375,9.173475761558933,7.739729235769368,0.976215034266294,-15.505218511876723,2
A/Germany/7025/2018,-3.009945448815465,-0.5422853616029859,-7.668078672266357,7.708271090630736,3.6970142326466324,-2.0155101584300352,5.292009339466377,2.3446574155381517,-4.841244441611875,-10.038075167728826,2
A/Guam/7145/2018,-3.1108796485571357,-0.36082002966541543,-8.656240845991823,8.358306361582166,2.803246399942529,-2.2766565057751365,5.174799348592334,2.2001555917355895,-5.188089715350244,-11.20998427642492,2
A/SouthKorea/7428/2018,-3.4771204080068436,-3.2448599342726947,-6.115275643385276,12.061432586641146,2.9454146838194166,-2.2102865077264444,2.7631173182771356,-0.25272468640219614,-5.588511456001319,-8.130298298961698,2
A/Japan/6954/2018,-3.477995263681811,0.07512466554967791,-4.913403642563196,7.995844903255103,3.358283530794051,-1.6442290345727255,4.631104695943581,2.0445339426121407,-4.751784021664338,-7.910543566560665,2
A/Germany/9056/2019,-1.1491962847285055,10.87163828068233,1.8140975441739677,8.84731888090747,0.052263613599834946,-1.1758439501664961,3.8772586325845197,1.1144310210036676,-3.990371233249006,-10.749702189065298,2
