,row,column,genetic,euclidean,embedding,LOWESS_x,LOWESS_y
122,A/Sydney/19/2018,A/SouthKorea/7182/2018,58.0,5.336048116575879,pca,4.0,0.16007303958186653
123,A/Sydney/19/2018,A/Guam/7502/2018,59.0,6.011307339841729,pca,4.0,0.16007303958186653
124,A/Sydney/19/2018,A/Incheon/1320/2018,57.0,6.114097636824672,pca,4.0,0.16007303958186653
125,A/Sydney/19/2018,A/Bahrain/NHRC-OID_ESX0121A/2018,62.0,6.2952430482549175,pca,4.0,0.16007303958186653
126,A/Sydney/19/2018,A/Germany/9360/2019,63.0,6.2653221854648775,pca,4.0,0.16007303958186653
127,A/Sydney/19/2018,A/Germany/8914/2019,64.0,6.434370402900687,pca,4.0,0.16007303958186653
128,A/Sydney/19/2018,A/Homosapien/China/LS205/2018,66.0,6.882851445045662,pca,4.0,0.16007303958186653
129,A/Sydney/19/2018,A/Germany/7025/2018,57.0,6.3080946658995485,pca,4.0,0.16007303958186653
130,A/Sydney/19/2018,A/Guam/7145/2018,58.0,6.287769116268216,pca,5.0,0.3411554808985662
131,A/Sydney/19/2018,A/SouthKorea/7428/2018,57.0,6.287356340441499,pca,5.0,0.3411554808985662
132,A/Sydney/19/2018,A/Japan/6954/2018,55.0,5.8903300426207545,pca,5.0,0.3411554808985662
133,A/Sydney/19/2018,A/Germany/9056/2019,57.0,5.342602716714103,pca,5.0,0.3411554808985662
134,A/Sydney/19/2018,A/Belgium/8876/2019,66.0,5.38510259453114,pca,5.0,0.3411554808985662
135,A/Sydney/19/2018,A/England/8892/2019,63.0,5.398066629557613,pca,5.0,0.3411554808985662
136,A/Sydney/19/2018,A/Italy/7842/2019,58.0,5.352328824876872,pca,5.0,0.3411554808985662
137,A/Sydney/19/2018,A/Japan/8262/2019,59.0,5.360853636525968,pca,5.0,0.3411554808985662
138,A/Sydney/19/2018,A/Germany/9344/2019,63.0,5.396806784528666,pca,5.0,0.3411554808985662
139,A/Sydney/19/2018,A/England/7963/2019,64.0,5.384895473830029,pca,5.0,0.3411554808985662
140,A/Sydney/19/2018,A/Germany/7220/2018,57.0,6.046563812064952,pca,5.0,0.3411554808985662
141,A/Sydney/19/2018,A/SouthKorea/7186/2018,57.0,6.294313085464045,pca,5.0,0.3411554808985662
142,A/Sydney/19/2018,A/Seoul/1287/2018,60.0,6.255337147478599,pca,5.0,0.3411554808985662
143,A/Sydney/19/2018,A/Italy/9065/2019,65.0,6.254492699967334,pca,5.0,0.3411554808985662
144,A/Sydney/19/2018,A/England/8122/2019,60.0,6.40530965805122,pca,5.0,0.3411554808985662
145,A/Sydney/19/2018,A/Germany/9482/2019,62.0,6.429198540594219,pca,5.0,0.3411554808985662
146,A/Sydney/19/2018,A/England/8581/2019,66.0,6.192571667000939,pca,5.0,0.3411554808985662
147,A/Sydney/19/2018,A/Germany/7830/2018,64.0,6.292695166442326,pca,5.0,0.3411554808985662
148,A/Sydney/19/2018,A/Turkey/8543/2019,61.0,6.043776942818825,pca,5.0,0.3411554808985662
149,A/Sydney/19/2018,A/Germany/9669/2019,71.0,6.2724418770781725,pca,5.0,0.3411554808985662
150,A/Sydney/19/2018,A/Germany/7345/2018,67.0,5.165122245989979,pca,5.0,0.3411554808985662
151,A/Sydney/19/2018,A/Germany/8918/2019,60.0,6.104080894715062,pca,5.0,0.3411554808985662
152,A/Sydney/19/2018,A/California/191/2019,70.0,4.528198909970202,pca,5.0,0.3411554808985662
153,A/Sydney/19/2018,A/Mississippi/41/2019,68.0,4.5293522313042605,pca,5.0,0.3411554808985662
154,A/Sydney/19/2018,A/Homosapien/China/LS340/2019,68.0,6.114108742571517,pca,5.0,0.3411554808985662
155,A/Sydney/19/2018,A/Maine/43/2019,74.0,4.624216873566148,pca,5.0,0.3411554808985662
156,A/Sydney/19/2018,A/Pennsylvania/02/2020,78.0,4.6115915324307055,pca,5.0,0.3411554808985662
157,A/Sydney/19/2018,A/Tennessee/21/2020,77.0,7.268847872572351,pca,5.0,0.3411554808985662
158,A/Sydney/19/2018,A/Massachusetts/38/2019,74.0,7.322370889228587,pca,5.0,0.3411554808985662
159,A/Sydney/19/2018,A/SouthAustralia/184/2018,70.0,8.001233332991895,pca,5.0,0.3411554808985662
160,A/Sydney/19/2018,A/Wisconsin/103/2018,67.0,7.230627704020603,pca,5.0,0.3411554808985662
161,A/Sydney/19/2018,A/SouthAustralia/26/2018,68.0,8.2779838699506,pca,5.0,0.3411554808985662
162,A/Sydney/19/2018,A/Colorado/44/2019,80.0,7.3360526264808295,pca,5.0,0.3411554808985662
163,A/Sydney/19/2018,A/Italy/8453/2019,72.0,8.227136984975267,pca,5.0,0.3411554808985662
164,A/Sydney/19/2018,A/Italy/9061/2019,67.0,8.230257970331854,pca,5.0,0.3411554808985662
165,A/Sydney/19/2018,A/SouthKorea/8203/2019,72.0,8.26815605070658,pca,5.0,0.3411554808985662
166,A/Sydney/19/2018,A/Italy/9363/2019,72.0,8.278485498884507,pca,5.0,0.3411554808985662
167,A/Sydney/19/2018,A/Alaska/32/2019,68.0,7.528531481820059,pca,5.0,0.3411554808985662
168,A/Sydney/19/2018,A/Florida/121/2019,68.0,7.621086477008715,pca,5.0,0.3411554808985662
169,A/Sydney/19/2018,A/Indiana/35/2019,70.0,7.53357733858559,pca,5.0,0.3411554808985662
170,A/Sydney/19/2018,A/Michigan/390/2019,68.0,7.347281265359529,pca,5.0,0.3411554808985662
171,A/Sydney/19/2018,A/Idaho/30/2019,71.0,7.55913026146136,pca,5.0,0.3411554808985662
172,A/Sydney/19/2018,A/Alaska/36/2019,70.0,7.531434992243964,pca,5.0,0.3411554808985662
173,A/Sydney/19/2018,A/Colorado/36/2019,67.0,7.505459329831054,pca,5.0,0.3411554808985662
174,A/Sydney/19/2018,A/Michigan/387/2019,69.0,7.515682291449533,pca,5.0,0.3411554808985662
175,A/Sydney/19/2018,A/Arizona/29/2019,74.0,7.549341052323106,pca,5.0,0.3411554808985662
176,A/Sydney/19/2018,A/Victoria/2051/2018,66.0,8.352016816150911,pca,5.0,0.3411554808985662
177,A/Sydney/19/2018,A/Grozny/89/2019,65.0,7.461201161687755,pca,5.0,0.3411554808985662
178,A/Sydney/19/2018,A/Yaroslavl/82/2019,67.0,7.47015843437541,pca,5.0,0.3411554808985662
179,A/Sydney/19/2018,A/Moscow/122/2019,68.0,7.485151952818752,pca,5.0,0.3411554808985662
180,A/Sydney/19/2018,A/Moscow/121/2019,67.0,7.469221219273584,pca,5.0,0.3411554808985662
181,A/Sydney/19/2018,A/Utah/37/2019,68.0,7.380401723051114,pca,5.0,0.3411554808985662
182,A/Sydney/19/2018,A/Florida/85/2019,70.0,7.43803852214517,pca,5.0,0.3411554808985662
183,A/Sydney/19/2018,A/Delaware/38/2019,70.0,7.456742558786893,pca,5.0,0.3411554808985662
184,A/Sydney/19/2018,A/Alaska/38/2019,73.0,7.722400286711615,pca,5.0,0.3411554808985662
185,A/Sydney/19/2018,A/Michigan/418/2018,71.0,6.970693803417041,pca,5.0,0.3411554808985662
186,A/Sydney/19/2018,A/Tomsk/243/2018,70.0,6.891104622050651,pca,5.0,0.3411554808985662
187,A/Sydney/19/2018,A/Tomsk/245/2018,70.0,6.891104622050651,pca,5.0,0.3411554808985662
188,A/Sydney/19/2018,A/Italy/8601/2019,67.0,8.475257222798335,pca,5.0,0.3411554808985662
189,A/Sydney/19/2018,A/England/8887/2019,68.0,8.52464954685539,pca,5.0,0.3411554808985662
190,A/Sydney/19/2018,A/Spain/8527/2019,66.0,8.459838460708486,pca,5.0,0.3411554808985662
191,A/Sydney/19/2018,A/Germany/9490/2019,67.0,8.423543626466028,pca,5.0,0.3411554808985662
192,A/Sydney/19/2018,A/SouthKorea/9579/2019,69.0,8.505335542911702,pca,5.0,0.3411554808985662
193,A/Sydney/19/2018,A/SouthKorea/9645/2019,68.0,8.50160371319922,pca,5.0,0.3411554808985662
194,A/Sydney/19/2018,A/Germany/8752/2019,67.0,8.503664718588007,pca,5.0,0.3411554808985662
195,A/Sydney/19/2018,A/Germany/9676/2019,68.0,8.588458799907174,pca,5.0,0.3411554808985662
196,A/Sydney/19/2018,A/Italy/8442/2019,68.0,8.577932292566206,pca,5.0,0.3411554808985662
197,A/Sydney/19/2018,A/Japan/NHRC-OID_FDX70557/2019,68.0,8.570573254877633,pca,5.0,0.3411554808985662
198,A/Sydney/19/2018,A/Japan/8261/2019,69.0,8.598853506090705,pca,5.0,0.3411554808985662
199,A/Sydney/19/2018,A/Spain/9580/2019,70.0,8.784585585922907,pca,5.0,0.3411554808985662
200,A/Sydney/19/2018,A/England/8741/2019,70.0,8.446993261074853,pca,5.0,0.3411554808985662
201,A/Sydney/19/2018,A/Japan/7846/2019,67.0,8.477746982288158,pca,5.0,0.3411554808985662
202,A/Sydney/19/2018,A/Germany/8917/2019,67.0,8.476109041990822,pca,5.0,0.3411554808985662
203,A/Sydney/19/2018,A/Guam/8597/2019,67.0,8.48134625590516,pca,5.0,0.3411554808985662
204,A/Sydney/19/2018,A/Japan/NHRC-OID_FDX70577/2019,64.0,8.45795525447692,pca,5.0,0.3411554808985662
205,A/Sydney/19/2018,A/SouthKorea/8832/2019,68.0,8.4742519474973,pca,5.0,0.3411554808985662
206,A/Sydney/19/2018,A/SouthKorea/8824/2019,68.0,8.4742519474973,pca,5.0,0.3411554808985662
207,A/Sydney/19/2018,A/Germany/9343/2019,68.0,8.483239189288083,pca,5.0,0.3411554808985662
208,A/Sydney/19/2018,A/Japan/8142/2019,65.0,8.642733366356858,pca,5.0,0.3411554808985662
209,A/Sydney/19/2018,A/Japan/8003/2019,69.0,8.46035336869656,pca,5.0,0.3411554808985662
210,A/Sydney/19/2018,A/SouthKorea/9578/2019,70.0,8.459851063591417,pca,5.0,0.3411554808985662
211,A/Sydney/19/2018,A/SouthKorea/9704/2019,70.0,8.48373441741404,pca,5.0,0.3411554808985662
212,A/Sydney/19/2018,A/Italy/9062/2019,67.0,8.347219383588227,pca,5.0,0.3411554808985662
213,A/Sydney/19/2018,A/Japan/9505/2019,66.0,8.330507811708605,pca,5.0,0.3411554808985662
214,A/Sydney/19/2018,A/Japan/NHRC-OID_FDX70521/2018,66.0,8.212535075394035,pca,5.0,0.3411554808985662
215,A/Sydney/19/2018,A/Italy/8139/2019,70.0,8.34038397642529,pca,5.0,0.3411554808985662
216,A/Sydney/19/2018,A/Guam/9841/2019,68.0,8.323949126308507,pca,5.0,0.3411554808985662
217,A/Sydney/19/2018,A/Homosapien/China/LS329/2019,73.0,8.414748196233573,pca,5.0,0.3411554808985662
218,A/Sydney/19/2018,A/Italy/8953/2019,69.0,8.378891869151134,pca,5.0,0.3411554808985662
219,A/Sydney/19/2018,A/Homosapien/China/LS318/2019,67.0,8.30012419361427,pca,5.0,0.3411554808985662
220,A/Sydney/19/2018,A/England/7821/2019,68.0,8.45857161257346,pca,5.0,0.3411554808985662
221,A/Sydney/19/2018,A/Japan/NHRC-OID_FDX70487/2018,68.0,8.105646223081056,pca,5.0,0.3411554808985662
222,A/Sydney/19/2018,A/Homosapien/China/LS323/2019,75.0,8.737021776592092,pca,5.0,0.3411554808985662
223,A/Sydney/19/2018,A/Guam/7834/2019,70.0,8.005781562244367,pca,5.0,0.3411554808985662
224,A/Sydney/19/2018,A/RhodeIsland/26/2019,75.0,7.5492157964723345,pca,6.0,0.5226279213525178
225,A/Sydney/19/2018,A/Japan/FDX70378/2018,70.0,5.233396801963611,pca,6.0,0.5226279213525178
226,A/Sydney/19/2018,A/Chad/9833/2019,54.0,4.171558516714141,pca,6.0,0.5226279213525178
227,A/Sydney/19/2018,A/California/141/2019,79.0,8.541456491868727,pca,6.0,0.5226279213525178
228,A/Sydney/19/2018,A/Perth/1001/2018,74.0,9.033735846163651,pca,6.0,0.5226279213525178
229,A/Sydney/19/2018,A/Wisconsin/92/2018,77.0,8.325745525552001,pca,6.0,0.5226279213525178
230,A/Sydney/19/2018,A/Ohio/23/2018,76.0,7.7701704770507645,pca,6.0,0.5226279213525178
231,A/Sydney/19/2018,A/California/142/2019,81.0,8.279930666542198,pca,6.0,0.5226279213525178
232,A/Sydney/19/2018,A/England/8742/2019,80.0,9.125510607262378,pca,6.0,0.5226279213525178
233,A/Sydney/19/2018,A/Ohio/8988/2019,81.0,9.19520303087529,pca,6.0,0.5226279213525178
234,A/Sydney/19/2018,A/Belgium/9021/2019,81.0,10.092609430199282,pca,6.0,0.5226279213525178
235,A/Sydney/19/2018,A/England/9336/2019,82.0,10.090623381579675,pca,6.0,0.5226279213525178
236,A/Sydney/19/2018,A/Italy/9498/2019,81.0,10.086865517221327,pca,6.0,0.5226279213525178
237,A/Sydney/19/2018,A/Spain/8834/2019,84.0,10.128259456223724,pca,6.0,0.5226279213525178
238,A/Sydney/19/2018,A/Mississippi/8282/2019,83.0,10.691329566523683,pca,6.0,0.5226279213525178
239,A/Sydney/19/2018,A/England/9619/2019,86.0,10.730280325074803,pca,6.0,0.5226279213525178
240,A/Sydney/19/2018,A/Italy/8767/2019,85.0,10.750849785899804,pca,6.0,0.5226279213525178
241,A/Sydney/19/2018,A/Germany/9356/2019,89.0,10.76965361396911,pca,6.0,0.5226279213525178
242,A/Sydney/19/2018,A/Germany/9668/2019,86.0,10.742036282125566,pca,6.0,0.5226279213525178
243,A/Sydney/19/2018,A/Italy/8939/2019,86.0,10.763821206515843,pca,6.0,0.5226279213525178
244,A/Sydney/19/2018,A/Yokosuka/NHRC_OID_FDX70722/2019,88.0,10.766977698278382,pca,6.0,0.5226279213525178
245,A/Sydney/19/2018,A/Italy/9501/2019,87.0,10.680341878240583,pca,6.0,0.5226279213525178
246,A/Sydney/19/2018,A/Italy/9499/2019,83.0,10.043590651584935,pca,6.0,0.5226279213525178
247,A/Sydney/19/2018,A/Italy/8763/2019,85.0,10.078876631623176,pca,6.0,0.5226279213525178
248,A/Sydney/19/2018,A/Japan/9070/2019,84.0,10.129492988817926,pca,6.0,0.5226279213525178
249,A/Sydney/19/2018,A/Germany/9496/2019,85.0,9.981417521625565,pca,6.0,0.5226279213525178
250,A/Sydney/19/2018,A/Idaho/13/2018,86.0,5.838164466499896,pca,6.0,0.5226279213525178
